price,adress,size,rooms,half_rooms,Ingatlan állapota,Építés éve,Komfort,Emelet,Épület szintjei,Lift,Belmagasság,Légkondicionáló,"Átlag gázfogyasztás
                            |info|","Átlag áramfogyasztás
                            |info|",Rezsiköltség,Közös költség,Akadálymentesített,Fürdő és wc,Tájolás,Kilátás,Erkély mérete,Kertkapcsolatos,Tetőtér,Parkolás,Fűtés,Szigetelés,Energiatanúsítvány,Panelprogram,balcony,Parkolóhely ára
225.0,"V. kerület, Belváros ",90.0,2.0,1.0,felújított,1950 előtt,|nincs megadva|,1,3,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,,
17.9,"IV. kerület, Lőrinc utca ",27.0,1.0,0,közepes állapotú,1950 és 1980 között,komfortos,1,|nincs megadva|,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - ingyenes",gáz (konvektor),|nincs megadva|,|nincs megadva|,,,
225.0,"V. kerület, Váci utca ",153.0,4.0,0,jó állapotú,1950 előtt,luxus,3,4,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,38 250  Ft/hó,|nincs megadva|,külön és egyben is,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,teremgarázs hely - bérelhető,gázkazán,|nincs megadva|,|nincs megadva|,,,|nincs megadva|
249.9,"V. kerület, Belváros ",130.0,3.0,0,újszerű,1950 előtt,összkomfortos,1,4,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,26 000  Ft/hó,|nincs megadva|,külön helyiségben,nyugat,utcai,|nincs megadva|,nem,|nincs megadva|,"utca, közterület",gázkazán,|nincs megadva|,|nincs megadva|,,,
68.9,"V. kerület, Városház utca ",56.0,2.0,1.0,újszerű,1950 előtt,összkomfortos,5,6,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,13 000  Ft/hó,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,elektromos fűtőpanel,|nincs megadva|,|nincs megadva|,,,
83.9,"IV. kerület, Újpest ",75.0,2.0,2.0,újszerű,2017,összkomfortos,1,2,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,23 000  Ft/hó,|nincs megadva|,külön helyiségben,délnyugat,udvari,3 m|2|,|nincs megadva|,|nincs megadva|,udvari beálló - benne van az árban,gázkazán,|nincs megadva|,|nincs megadva|,,3.0,
199.0,"V. kerület, Bajcsy-Zsilinszky út ",150.0,5.0,0,felújított,1950 előtt,duplakomfortos,3,|nincs megadva|,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,|nincs megadva|,,,
331.89,"V. kerület, Október 6. utca ",137.0,4.0,0,|nincs megadva|,1950 előtt,luxus,4,5,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,padlófűtés,|nincs megadva|,|nincs megadva|,,,
37.9,"IV. kerület, Újpesti lakótelep ",52.0,2.0,0,felújítandó,1950 és 1980 között,|nincs megadva|,2,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,távfűtés,|nincs megadva|,|nincs megadva|,|nincs megadva|,,
240.0,"V. kerület, Párizsi utca ",115.0,4.0,0,felújított,1950 előtt,összkomfortos,1,5,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,35 000 000  Ft/hó,26 000  Ft/hó,igen,külön és egyben is,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet","fan-coil, padlófűtés, mennyezeti hűtés-fűtés",van - 30 cm,|nincs megadva|,,,
77.0,"V. kerület, Semmelweis utca ",63.0,2.0,0,felújítandó,|nincs megadva|,összkomfortos,1,5,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",cserépkályha,|nincs megadva|,|nincs megadva|,,,
139.9,"V. kerület, Lipótváros ",86.0,3.0,0,felújított,1950 előtt,duplakomfortos,3,|nincs megadva|,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,udvari,|nincs megadva|,|nincs megadva|,zárószint,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,,
59.9,"V. kerület, Kecskeméti utca ",49.0,2.0,0,közepes állapotú,1950 előtt,összkomfortos,4,5,|nincs megadva|,3 m-nél magasabb,nincs,85 m|3|/hó,105 kWh/hó,|nincs megadva|,15 000  Ft/hó,|nincs megadva|,egy helyiségben,északkelet,udvari,|nincs megadva|,|nincs megadva|,"legfelső emelet, nem tetőtéri",|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,,,
37.5,"IV. kerület, Újpest - Pozsonyi utcai lakótelep ",48.0,1.0,1.0,felújított,1950 és 1980 között,összkomfortos,3,10,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 000  Ft/hó,|nincs megadva|,egy helyiségben,délnyugat,kertre néz,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",távfűtés,|nincs megadva|,|nincs megadva|,|nincs megadva|,,
59.9,"IV. kerület, Újpest ",67.0,4.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,2,4,nincs,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,dél,|nincs megadva|,2 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,távfűtés,|nincs megadva|,|nincs megadva|,|nincs megadva|,2.0,
132.0,"V. kerület, Belváros ",94.0,3.0,0,felújított,1950 előtt,duplakomfortos,2,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,,
235.5,"V. kerület, Váci utca ",157.0,4.0,0,felújított,|nincs megadva|,duplakomfortos,3,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,,
189.9,"V. kerület, Régi posta utca ",94.0,3.0,0,újszerű,1950 előtt,luxus,1,5,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,50 000  Ft/hó,40  Ft/hó,igen,külön és egyben is,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület","padlófűtés, egyéb",|nincs megadva|,|nincs megadva|,,,
56.9,"IV. kerület, Újpest ",85.0,3.0,0,jó állapotú,1981 és 2000 között,összkomfortos,2,3,nincs,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 000  Ft/hó,|nincs megadva|,külön helyiségben,kelet,kertre néz,5 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,|nincs megadva|,5.0,
246.0,"V. kerület, Belgrád rakpart ",74.0,2.0,0,jó állapotú,|nincs megadva|,összkomfortos,2,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,21 000  Ft/hó,|nincs megadva|,külön helyiségben,délnyugat,panorámás,3 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület",elektromos fűtőpanel,|nincs megadva|,|nincs megadva|,,3.0,
94.9,"V. kerület, Honvéd utca ",56.0,2.0,0,felújított,1950 előtt,|nincs megadva|,1,4,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,elektromos kazán,|nincs megadva|,|nincs megadva|,,,
99.9,"V. kerület, Belváros ",74.0,3.0,1.0,felújított,1950 előtt,komfortos,3,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,,
45.4,"IV. kerület, Lebstück Mária utca ",71.0,3.0,0,jó állapotú,1950 és 1980 között,összkomfortos,6,több mint 10,van,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,panorámás,4.2 m|2|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,nem vett részt,4.2,
109.0,"V. kerület, Bástya utca ",65.0,2.0,0,jó állapotú,1950 előtt,összkomfortos,2,3,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,26 000  Ft/hó,|nincs megadva|,külön helyiségben,dél,utcai,4 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,4.0,
59.9,"V. kerület, Lipótváros ",54.0,2.0,0,felújított,1950 előtt,összkomfortos,földszint,4,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 800  Ft/hó,|nincs megadva|,egy helyiségben,kelet,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,|nincs megadva|,,,
169.9,"V. kerület, Báthory utca ",75.0,2.0,0,felújított,1950 előtt,|nincs megadva|,1,6,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,14 000  Ft/hó,|nincs megadva|,külön és egyben is,kelet,utcai,4 m|2|,|nincs megadva|,nem tetőtéri,"utca, közterület","elektromos fűtőpanel, hűtő-fűtő klíma",van,|nincs megadva|,,4.0,
87.9,"V. kerület, Lipótváros ",73.0,2.0,0,jó állapotú,1950 előtt,|nincs megadva|,2,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,,,
59.99,"V. kerület, Markó utca ",54.0,3.0,0,felújított,1950 előtt,összkomfortos,földszint,4,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,elektromos fűtőpanel,|nincs megadva|,|nincs megadva|,,,
27.9,"IV. kerület, Újpest ",45.0,2.0,0,felújítandó,1950 előtt,összkomfortos,1,3,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,|nincs megadva|,|nincs megadva|,kelet,udvari,|nincs megadva|,igen,|nincs megadva|,"utca, közterület",gáz (konvektor),|nincs megadva|,|nincs megadva|,,,
59.9,"V. kerület, Belváros ",67.0,4.0,0,jó állapotú,1950 előtt,|nincs megadva|,földszint,5,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 000  Ft/hó,13 000  Ft/hó,|nincs megadva|,külön és egyben is,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,házközponti,|nincs megadva|,|nincs megadva|,,,
54.0,"V. kerület, Veres Pálné utca ",48.0,2.0,0,felújítandó,1950 előtt,|nincs megadva|,földszint,3,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,18 000  Ft/hó,|nincs megadva|,külön helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,,,
29.9,"IV. kerület, Irányi Dániel utca ",39.0,1.0,0,felújított,1950 előtt,összkomfortos,földszint,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,7 000  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",gázkazán,van,|nincs megadva|,,,
26.9,"IV. kerület, Újpest ",37.0,1.0,0,felújítandó,|nincs megadva|,összkomfortos,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület",gáz (konvektor),|nincs megadva|,|nincs megadva|,,,
119.9,"V. kerület, Alkotmány utca ",100.0,10.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,1,4,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,20 800  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,120 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,120.0,
39.0,"IV. kerület, Rózsa utca ",72.0,3.0,0,felújítandó,1950 és 1980 között,összkomfortos,7,10,van,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,21 000  Ft/hó,|nincs megadva|,külön helyiségben,délnyugat,utcai,4.3 m|2|,nem,nem tetőtéri,"utca, közterület - ingyenes",távfűtés egyedi méréssel,nincs,|nincs megadva|,nem vett részt,4.3,
75.0,"V. kerület, Lipótváros ",71.0,3.0,0,közepes állapotú,1950 előtt,|nincs megadva|,6,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,,,
140.0,"V. kerület, Lipótváros ",94.0,3.0,0,felújítandó,1950 előtt,komfortos,félemelet,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,22 000  Ft/hó,|nincs megadva|,|nincs megadva|,dél,udvari,1 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gáz (konvektor),|nincs megadva|,EE,,1.0,
610.0,"V. kerület, Arany János utca ",419.0,11.0,0,közepes állapotú,|nincs megadva|,|nincs megadva|,félemelet,4,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,északnyugat,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,házközponti,|nincs megadva|,|nincs megadva|,,,
280.0,"V. kerület, Lipótváros ",94.0,3.0,0,jó állapotú,1950 és 1980 között,összkomfortos,1,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,utcai,12 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,12.0,
179.9,"V. kerület, Kossuth Lajos utca ",113.0,3.0,1.0,felújítandó,1950 és 1980 között,összkomfortos,földszint,6,van,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,66  Ft/hó,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",házközponti,|nincs megadva|,|nincs megadva|,,,
86.74,"V. kerület, Október 6. utca 16.",60.0,3.0,0,felújított,|nincs megadva|,összkomfortos,4,|nincs megadva|,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,36 600  Ft/hó,36 610  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",|nincs megadva|,|nincs megadva|,|nincs megadva|,,,
485.0,"V. kerület, Belgrád rakpart ",160.0,4.0,0,felújított,1950 előtt,összkomfortos,5,7,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,külön és egyben is,nyugat,panorámás,5 m|2|,nem,|nincs megadva|,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,|nincs megadva|,,5.0,
110.0,"V. kerület, Petőfi Sándor utca ",100.0,3.0,3.0,felújított,1950 előtt,duplakomfortos,földszint,4,van,3 m-nél magasabb,van,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,egy helyiségben,dél,udvari,20 m|2|,|nincs megadva|,nem tetőtéri,"utca, közterület","hőszivattyú, elektromos kazán",|nincs megadva|,|nincs megadva|,,20.0,
47.5,"IV. kerület, Erdősor út ",67.0,3.0,0,jó állapotú,1950 és 1980 között,összkomfortos,5,10,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,külön helyiségben,kelet,utcai,8 m|2|,|nincs megadva|,,"utca, közterület - ingyenes",házközponti,van,|nincs megadva|,,8.0,
339.0,"V. kerület, Váci utca ",142.0,4.0,0,felújított,|nincs megadva|,luxus,1,3,|nincs megadva|,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délnyugat,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,,
126.0,"V. kerület, Nádor utca ",110.0,3.0,0,közepes állapotú,1950 előtt,összkomfortos,1,6,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délkelet,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,,
49.9,"IV. kerület, Árpád út ",60.0,2.0,1.0,felújított,1981 és 2000 között,összkomfortos,félemelet,10,van,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,nem,külön helyiségben,|nincs megadva|,utcai,3 m|2|,nem,nem tetőtéri,"utca, közterület - ingyenes",távfűtés egyedi méréssel,van - 10 cm,|nincs megadva|,részt vett,3.0,
52.49,"IV. kerület, Lakkozó utca ",61.0,3.0,0,felújított,1981 és 2000 között,összkomfortos,3,4,nincs,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 000  Ft/hó,nem,külön helyiségben,dél,udvari,2 m|2|,nem,nem tetőtéri,"utca, közterület - ingyenes",távfűtés,|nincs megadva|,|nincs megadva|,nem vett részt,2.0,
36.9,"IV. kerület, Újpesti lakótelep ",54.0,1.0,1.0,jó állapotú,1981 és 2000 között,|nincs megadva|,földszint,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északnyugat,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,távfűtés,|nincs megadva|,DD,|nincs megadva|,,
45.9,"IV. kerület, Káposztásmegyer I. lakótelep ",86.0,2.0,2.0,közepes állapotú,1981 és 2000 között,duplakomfortos,3,4,nincs,3 m-nél alacsonyabb,nincs,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,11 000  Ft/hó,nem,külön és egyben is,nyugat,udvari,1 m|2|,nem,|nincs megadva|,"utca, közterület - ingyenes",távfűtés,van - 7 cm,|nincs megadva|,|nincs megadva|,1.0,
116.92,"V. kerület, Lipótváros ",79.0,2.0,1.0,jó állapotú,1950 előtt,összkomfortos,2,4,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,|nincs megadva|,,,
51.9,"IV. kerület, Gárdi Jenő utca 43/b.",65.0,2.0,1.0,felújítandó,|nincs megadva|,összkomfortos,|nincs megadva|,földszintes,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,|nincs megadva|,|nincs megadva|,egy helyiségben,délnyugat,kertre néz,|nincs megadva|,igen,|nincs megadva|,önálló garázs,gázkazán,|nincs megadva|,|nincs megadva|,,,
65.9,"IV. kerület, Széchenyi tér ",90.0,2.0,2.0,újszerű,2014,duplakomfortos,földszint,2,nincs,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,14 000  Ft/hó,|nincs megadva|,egy helyiségben,délkelet,kertre néz,66 m|2|,igen,|nincs megadva|,udvari beálló - benne van az árban,házközponti,van,CC,,66.0,
139.9,"V. kerület, Lipótváros ",82.0,3.0,0,felújított,1950 előtt,duplakomfortos,1,4,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,22 000  Ft/hó,nem,külön és egyben is,dél,udvari,|nincs megadva|,nem,nem tetőtéri,|nincs megadva|,"hűtő-fűtő klíma, gázkazán",|nincs megadva|,|nincs megadva|,,,
50.99,"IV. kerület, Újpesti lakótelep ",68.0,4.0,0,felújított,1950 és 1980 között,összkomfortos,2,10,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,|nincs megadva|,külön helyiségben,észak,utcai,3 m|2|,|nincs megadva|,nem tetőtéri,"utca, közterület - ingyenes","távfűtés egyedi méréssel, hűtő-fűtő klíma",van - 8 cm,|nincs megadva|,részt vett,3.0,
29.9,"IV. kerület, Káposztásmegyer I. lakótelep ",36.0,1.0,0,felújítandó,|nincs megadva|,összkomfortos,10,10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,7 620  Ft/hó,|nincs megadva|,|nincs megadva|,kelet,panorámás,|nincs megadva|,nem,"legfelső emelet, nem tetőtéri","utca, közterület - ingyenes",távfűtés egyedi méréssel,van - 7 cm,|nincs megadva|,|nincs megadva|,,
59.9,"V. kerület, Lipótváros ",53.0,2.0,0,felújított,1950 előtt,|nincs megadva|,földszint,|nincs megadva|,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 800  Ft/hó,|nincs megadva|,|nincs megadva|,észak,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,egyéb,|nincs megadva|,|nincs megadva|,,,
99.6,"V. kerület, Hercegprímás utca ",83.0,3.0,1.0,jó állapotú,1950 előtt,összkomfortos,földszint,3,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,11 000  Ft/hó,igen,egy helyiségben,északkelet,kertre néz,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület - fizetős övezet",gáz (konvektor),|nincs megadva|,|nincs megadva|,,,
61.93,"IV. kerület, Újpest-Kertváros ",53.0,2.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,1,3,van,3 m-nél alacsonyabb,van,35 m|3|/hó,120 kWh/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délnyugat,panorámás,12 m|2|,nem,|nincs megadva|,udvari beálló - megvásárolható,"gázkazán, padlófűtés, hűtő-fűtő klíma",van - 18 cm,BB,,12.0,|nincs megadva|
59.9,"V. kerület, Lipótváros ",48.0,1.0,0,közepes állapotú,1950 előtt,összkomfortos,3,6,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,|nincs megadva|,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",házközponti,|nincs megadva|,|nincs megadva|,,,
156.52,"V. kerület, Váci utca ",88.0,3.0,0,felújítandó,1950 előtt,összkomfortos,5,6,van,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,külön és egyben is,nyugat,panorámás,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",házközponti,|nincs megadva|,|nincs megadva|,,,
41.9,"IV. kerület, Megyer - Izzó lakótelep ",56.0,2.0,0,felújított,|nincs megadva|,összkomfortos,3,4,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 700  Ft/hó,|nincs megadva|,külön helyiségben,délnyugat,utcai,4 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület",gáz (konvektor),nincs,|nincs megadva|,,4.0,
163.5,"V. kerület, Váci utca ",109.0,3.0,0,felújított,|nincs megadva|,összkomfortos,2,|nincs megadva|,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,,
44.9,"V. kerület, Reáltanoda utca ",54.0,2.0,0,felújított,1950 előtt,duplakomfortos,földszint,4,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,11 000  Ft/hó,igen,külön és egyben is,északnyugat,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet","gázkazán, kandalló, padlófűtés",|nincs megadva|,|nincs megadva|,,,
