price,adress,size,rooms,half_rooms,balcony,Ingatlan állapota,Építés éve,Komfort,Emelet,Épület szintjei,Lift,Belmagasság,Légkondicionáló,Akadálymentesített,"Átlag gázfogyasztás
                            |info|","Átlag áramfogyasztás
                            |info|",Rezsiköltség,Közös költség,Fürdő és wc,Tájolás,Kilátás,Erkély mérete,Kertkapcsolatos,Tetőtér,Panelprogram,Parkolás,Fűtés,Szigetelés,Energiatanúsítvány,Parkolóhely ára
49.9,"XIV. kerület, Lőcsei út ",53.0,2.0,0,2.0,jó állapotú,1950 és 1980 között,összkomfortos,1,2,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,14 000  Ft/hó,egy helyiségben,észak,utcai,2 m|2|,|nincs megadva|,|nincs megadva|,,"utca, közterület - ingyenes",gázkazán,|nincs megadva|,|nincs megadva|,
39.9,"XIV. kerület, Alsórákos ",39.0,1.0,0,,jó állapotú,2001 és 2010 között,|nincs megadva|,1,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
39.9,"XIV. kerület, Rákosfalva - Füredi utcai lakótelep ",46.0,2.0,0,,jó állapotú,1950 és 1980 között,összkomfortos,3,10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délkelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,részt vett,"utca, közterület",távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,
32.55,"XIV. kerület, Rákosfalva - Füredi utcai lakótelep ",46.0,2.0,0,,közepes állapotú,1950 és 1980 között,összkomfortos,földszint,10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,részt vett,"utca, közterület",távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,
33.0,"XIV. kerület, Alsórákos ",36.0,2.0,0,,jó állapotú,1950 és 1980 között,összkomfortos,földszint,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 000  Ft/hó,|nincs megadva|,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,
47.9,"XIV. kerület, Alsórákos ",45.0,2.0,0,6.0,újszerű,2012,összkomfortos,3,8,van,3 m-nél alacsonyabb,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,19 000  Ft/hó,|nincs megadva|,|nincs megadva|,panorámás,6 m|2|,|nincs megadva|,nem tetőtéri,,teremgarázs hely - megvásárolható,házközponti egyedi méréssel,van - 8 cm,AA,8 M Ft
61.0,"XIV. kerület, Bolgárkertész utca 1.",58.0,2.0,0,,felújított,1950 és 1980 között,összkomfortos,félemelet,5,nincs,3 m-nél alacsonyabb,|nincs megadva|,nem,3 m|3|/hó,100 kWh/hó,23 000  Ft/hó,11 000  Ft/hó,külön helyiségben,délkelet,kertre néz,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,távfűtés,|nincs megadva|,|nincs megadva|,
55.2,"XIV. kerület, Gvadányi utca 54.",46.0,2.0,1.0,,felújított,1950 és 1980 között,összkomfortos,7,10,van,3 m-nél alacsonyabb,van,igen,15 m|3|/hó,150 kWh/hó,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,részt vett,"utca, közterület - ingyenes",távfűtés egyedi méréssel,van,|nincs megadva|,
53.9,"XIV. kerület, Ilka utca ",58.0,2.0,0,2.0,jó állapotú,1950 előtt,összkomfortos,1,4,nincs,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,kelet,utcai,2 m|2|,|nincs megadva|,|nincs megadva|,,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,|nincs megadva|,
59.9,"XIV. kerület, Thököly út ",86.0,2.0,1.0,,közepes állapotú,|nincs megadva|,|nincs megadva|,2,3,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,14 600  Ft/hó,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,nem,|nincs megadva|,,|nincs megadva|,gázkazán,nincs,|nincs megadva|,
61.75,"XIV. kerület, Istvánmező ",45.0,1.0,1.0,5.84,|nincs megadva|,2022,összkomfortos,4,5,van,3 m-nél alacsonyabb,van,igen,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,utcai,5.84 m|2|,|nincs megadva|,|nincs megadva|,,teremgarázs hely - kötelező megvenni,"hőszivattyú, házközponti egyedi méréssel, hűtő-fűtő klíma",|nincs megadva|,BB,4 M Ft
111.6,"XIV. kerület, Zászlós utca ",111.0,3.0,0,43.0,újszerű,2017,összkomfortos,5,8,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délnyugat,panorámás,43 m|2|,nem,penthouse,,teremgarázs hely - kötelező megvenni,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,6 M Ft
39.99,"XIV. kerület, Öv utca ",38.0,1.0,1.0,5.0,újszerű,2012,összkomfortos,5,8,van,3 m-nél alacsonyabb,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,19  Ft/hó,|nincs megadva|,|nincs megadva|,utcai,5 m|2|,|nincs megadva|,nem tetőtéri,,teremgarázs hely - megvásárolható,házközponti egyedi méréssel,van - 8 cm,|nincs megadva|,8 M Ft
92.0,"XIV. kerület, Istvánmező ",61.0,1.0,2.0,11.6,|nincs megadva|,2022,összkomfortos,1,5,van,3 m-nél magasabb,van,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délkelet,utcai,11.6 m|2|,nem,|nincs megadva|,,teremgarázs hely - kötelező megvenni,"házközponti egyedi méréssel, hűtő-fűtő klíma",van - 15 cm,BB,4 M Ft
47.9,"XIV. kerület, Telepes utca ",50.0,2.0,0,4.0,jó állapotú,1981 és 2000 között,összkomfortos,4,4,nincs,3 m-nél alacsonyabb,nincs,nem,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,10 260  Ft/hó,külön helyiségben,délkelet,kertre néz,4 m|2|,nem,tetőtéri,,udvari beálló - benne van az árban,gázkazán,|nincs megadva|,|nincs megadva|,
89.0,"XIV. kerület, Róna utca 99.",106.0,3.0,1.0,19.0,újszerű,2001 és 2010 között,|nincs megadva|,félemelet,|nincs megadva|,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,19 m|2|,|nincs megadva|,|nincs megadva|,,teremgarázs hely - kötelező megvenni,gázkazán,|nincs megadva|,|nincs megadva|,5 M Ft
69.99,"XIV. kerület, Torontál utca ",112.0,6.0,0,3.0,jó állapotú,1950 és 1980 között,összkomfortos,4,4,nincs,3 m-nél alacsonyabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,21 300  Ft/hó,külön helyiségben,délkelet,kertre néz,3 m|2|,nem,|nincs megadva|,,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,|nincs megadva|,
61.5,"XIV. kerület, Alsórákos ",55.0,1.0,2.0,14.0,újszerű,2012,összkomfortos,1,8,van,3 m-nél alacsonyabb,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,kertre néz,14 m|2|,|nincs megadva|,|nincs megadva|,,teremgarázs hely - megvásárolható,házközponti egyedi méréssel,van - 8 cm,|nincs megadva|,8 M Ft
46.99,"XIV. kerület, Törökőr ",32.0,1.0,0,,|nincs megadva|,2021,összkomfortos,1,5,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délkelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,,teremgarázs hely - megvásárolható,hőszivattyú,|nincs megadva|,|nincs megadva|,|nincs megadva|
68.8,"XIV. kerület, Istvánmezei út ",53.0,2.0,0,,jó állapotú,2001 és 2010 között,összkomfortos,|nincs megadva|,8,van,3 m-nél alacsonyabb,|nincs megadva|,igen,Nincs gáz bekötve az ingatlanba,80 kWh/hó,|nincs megadva|,24 500  Ft/hó,külön és egyben is,dél,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,teremgarázs hely - megvásárolható,házközponti egyedi méréssel,van - 15 cm,|nincs megadva|,"5,50 M Ft"
84.9,"XIV. kerület, Egressy út ",86.0,3.0,0,3.8,felújított,1950 és 1980 között,összkomfortos,|nincs megadva|,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délkelet,utcai,3.8 m|2|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
124.0,"XIV. kerület, Egressy út 112.",91.0,4.0,0,15.98,új építésű,2024,összkomfortos,4,9,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,15.98 m|2|,|nincs megadva|,|nincs megadva|,,teremgarázs hely - megvásárolható,mennyezeti hűtés-fűtés,|nincs megadva|,BB,6 M Ft
71.5,"XIV. kerület, Hungária körút ",105.0,3.0,0,,jó állapotú,1950 és 1980 között,összkomfortos,2,2,nincs,3 m-nél alacsonyabb,|nincs megadva|,nem,70 m|3|/hó,200 kWh/hó,|nincs megadva|,15 000  Ft/hó,külön helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,,udvari beálló - benne van az árban,gázkazán,nincs,|nincs megadva|,
49.9,"XIV. kerület, Alsórákos ",88.0,4.0,0,,felújítandó,1950 és 1980 között,összkomfortos,3,4,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,nyugat,udvari,|nincs megadva|,nem,"legfelső emelet, nem tetőtéri",,"utca, közterület - ingyenes",gázkazán,|nincs megadva|,|nincs megadva|,
57.0,"XIV. kerület, Herminamező ",60.0,1.0,2.0,3.0,felújítandó,1950 előtt,összkomfortos,földszint,2,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,34 000  Ft/hó,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,3 m|2|,|nincs megadva|,|nincs megadva|,,önálló garázs,házközponti,|nincs megadva|,|nincs megadva|,
84.0,"XIV. kerület, Tábornok utca ",87.0,2.0,3.0,6.0,felújított,1981 és 2000 között,összkomfortos,5,5,van,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,16 000  Ft/hó,külön helyiségben,|nincs megadva|,udvari,6 m|2|,|nincs megadva|,zárószint,,teremgarázs hely - megvásárolható,gázkazán,van - 5 cm,|nincs megadva|,5 M Ft
105.0,"XIV. kerület, Törökőr ",90.0,2.0,1.0,,újszerű,2001 és 2010 között,összkomfortos,3,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,teremgarázs hely - megvásárolható,gázkazán,|nincs megadva|,|nincs megadva|,6 M Ft
78.5,"XIV. kerület, Alsórákos ",109.0,5.0,1.0,,felújított,1981 és 2000 között,duplakomfortos,3,3,|nincs megadva|,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 000  Ft/hó,|nincs megadva|,külön és egyben is,délnyugat,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,teremgarázs hely - benne van az árban,gázkazán,|nincs megadva|,|nincs megadva|,
17.9,"XIV. kerület, Erzsébet királyné útja 79.",27.0,1.0,0,,felújítandó,1950 és 1980 között,komfort nélküli,földszint,2,|nincs megadva|,3 m-nél magasabb,nincs,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,nyugat,|nincs megadva|,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület",nincs,nincs,|nincs megadva|,
42.9,"XIV. kerület, Ond vezér park ",46.0,2.0,0,,felújított,|nincs megadva|,összkomfortos,1,10,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,részt vett,"utca, közterület - ingyenes",távfűtés,van - 5 cm,|nincs megadva|,
89.9,"XIV. kerület, Thököly út ",80.0,2.0,0,8.0,felújított,1950 előtt,összkomfortos,földszint,3,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,30 000  Ft/hó,|nincs megadva|,egy helyiségben,délkelet,kertre néz,8 m|2|,igen,nem tetőtéri,,udvari beálló - benne van az árban,"padlófűtés, gázkazán",|nincs megadva|,|nincs megadva|,
120.4,"XIV. kerület, Egressy út 112.",75.0,3.0,0,36.06,új építésű,2024,összkomfortos,6,9,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,36.06 m|2|,|nincs megadva|,|nincs megadva|,,teremgarázs hely - megvásárolható,mennyezeti hűtés-fűtés,|nincs megadva|,BB,6 M Ft
60.9,"XIV. kerület, Dorozsmai utca ",57.0,2.0,0,13.0,jó állapotú,2001 és 2010 között,összkomfortos,2,7,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,46 000  Ft/hó,|nincs megadva|,egy helyiségben,délnyugat,kertre néz,13 m|2|,|nincs megadva|,nem tetőtéri,,"utca, közterület - ingyenes",házközponti egyedi méréssel,van - 15 cm,|nincs megadva|,
49.9,"XIV. kerület, Istvánmező ",80.0,2.0,0,4.0,felújítandó,1950 és 1980 között,összkomfortos,3,4,nincs,3 m-nél magasabb,|nincs megadva|,nem,120 m|3|/hó,126 kWh/hó,16 000  Ft/hó,17  Ft/hó,külön helyiségben,délkelet,udvari,4 m|2|,nem,nem tetőtéri,,"utca, közterület - fizetős övezet",gáz (konvektor),|nincs megadva|,|nincs megadva|,
59.9,"XIV. kerület, Cházár András utca ",46.0,2.0,0,5.0,újszerű,2001 és 2010 között,összkomfortos,3,7,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,nyugat,kertre néz,5 m|2|,|nincs megadva|,|nincs megadva|,,"utca, közterület",házközponti egyedi méréssel,van,|nincs megadva|,
77.7,"XIV. kerület, Szugló utca 125.",56.0,2.0,0,15.24,új építésű,2025,összkomfortos,1,6,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,|nincs megadva|,15.24 m|2|,|nincs megadva|,|nincs megadva|,,teremgarázs hely - megvásárolható,hőszivattyú,van - 15 cm,AA++,|nincs megadva|
83.99,"XIV. kerület, Törökőr ",64.0,3.0,0,6.0,|nincs megadva|,2023,összkomfortos,3,5,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délkelet,utcai,6 m|2|,nem,nem tetőtéri,,teremgarázs hely - megvásárolható,hőszivattyú,|nincs megadva|,|nincs megadva|,|nincs megadva|
39.5,"XIV. kerület, Csáktornya utca ",56.0,2.0,0,4.0,|nincs megadva|,|nincs megadva|,összkomfortos,1,10,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,|nincs megadva|,4 m|2|,|nincs megadva|,,,"utca, közterület",távfűtés,van - 15 cm,|nincs megadva|,
65.0,"XIV. kerület, Istvánmező ",48.0,2.0,0,5.97,|nincs megadva|,2023,összkomfortos,1,3,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,5.97 m|2|,|nincs megadva|,nem tetőtéri,,teremgarázs hely - megvásárolható,"hőszivattyú, mennyezeti hűtés-fűtés",|nincs megadva|,|nincs megadva|,7 M Ft
39.8,"XIV. kerület, Thököly út ",51.0,2.0,0,,közepes állapotú,1950 és 1980 között,komfortos,félemelet,4,nincs,3 m-nél alacsonyabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,30 000  Ft/hó,16  Ft/hó,külön helyiségben,délkelet,utcai,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület - fizetős övezet",gáz (konvektor),nincs,|nincs megadva|,
103.0,"XIV. kerület, Paskál utca ",89.0,4.0,0,10.0,felújított,1981 és 2000 között,összkomfortos,félemelet,3,nincs,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,kertre néz,10 m|2|,|nincs megadva|,|nincs megadva|,,teremgarázs hely - kötelező megvenni,gázkazán,|nincs megadva|,|nincs megadva|,6 M Ft
37.99,"XIV. kerület, Ungvár utca ",56.0,2.0,0,4.58,közepes állapotú,1950 és 1980 között,összkomfortos,1,4,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 500  Ft/hó,egy helyiségben,délkelet,|nincs megadva|,4.58 m|2|,|nincs megadva|,,,"utca, közterület",távfűtés,|nincs megadva|,|nincs megadva|,
74.99,"XIV. kerület, Alsórákos ",102.0,3.0,1.0,9.0,jó állapotú,2001 és 2010 között,összkomfortos,2,2,nincs,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,7  Ft/hó,külön helyiségben,délnyugat,panorámás,9 m|2|,|nincs megadva|,|nincs megadva|,,"utca, közterület","kandalló, gázkazán",|nincs megadva|,|nincs megadva|,
147.9,"XIV. kerület, Egressy út 112.",127.0,4.0,0,13.82,új építésű,2024,összkomfortos,2,9,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,13.82 m|2|,|nincs megadva|,|nincs megadva|,,teremgarázs hely - megvásárolható,mennyezeti hűtés-fűtés,|nincs megadva|,BB,6 M Ft
37.9,"XIV. kerület, Thököly út ",43.0,2.0,0,,jó állapotú,1981 és 2000 között,összkomfortos,4,4,nincs,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,északkelet,utcai,|nincs megadva|,nem,|nincs megadva|,,"utca, közterület - fizetős övezet",gáz (konvektor),|nincs megadva|,|nincs megadva|,
169.37,"XIV. kerület, Ajtósi Dürer sor ",120.0,3.0,0,8.0,jó állapotú,|nincs megadva|,|nincs megadva|,3,4,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,dél,panorámás,8 m|2|,|nincs megadva|,|nincs megadva|,,"utca, közterület - fizetős övezet",házközponti,|nincs megadva|,|nincs megadva|,
50.0,"XIV. kerület, Füredi utca ",68.0,3.0,0,3.0,felújítandó,1950 és 1980 között,összkomfortos,2,10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délkelet,utcai,3 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,
32.9,"XIV. kerület, Kerékgyártó utca ",38.0,1.0,0,,jó állapotú,|nincs megadva|,összkomfortos,3,4,nincs,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,14  Ft/hó,egy helyiségben,délnyugat,utcai,|nincs megadva|,nem,|nincs megadva|,,"utca, közterület - fizetős övezet",gázkazán,nincs,|nincs megadva|,
54.9,"XIV. kerület, Hungária körút ",58.0,2.0,0,2.0,jó állapotú,1950 előtt,összkomfortos,1,2,nincs,3 m-nél magasabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délkelet,udvari,2 m|2|,igen,|nincs megadva|,,"utca, közterület - fizetős övezet",gázkazán,nincs,|nincs megadva|,
52.0,"XIV. kerület, Dózsa György út ",51.0,2.0,0,,jó állapotú,1950 előtt,összkomfortos,3,4,nincs,3 m-nél magasabb,van,nem,|nincs megadva|,|nincs megadva|,30 000  Ft/hó,16 830  Ft/hó,egy helyiségben,délnyugat,utcai,|nincs megadva|,nem,"legfelső emelet, nem tetőtéri",,"utca, közterület - fizetős övezet",gázkazán,nincs,FF,
33.9,"XIV. kerület, Nagy Lajos király útja ",61.0,3.0,0,3.0,felújítandó,1950 és 1980 között,|nincs megadva|,3,4,nincs,3 m-nél alacsonyabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,3 m|2|,|nincs megadva|,"legfelső emelet, nem tetőtéri",,"utca, közterület",gáz (konvektor),|nincs megadva|,|nincs megadva|,
61.9,"XIV. kerület, Öv utca ",58.0,3.0,0,11.0,újszerű,2001 és 2010 között,összkomfortos,3,7,van,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,30 000  Ft/hó,10 000  Ft/hó,külön helyiségben,dél,utcai,11 m|2|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,házközponti,|nincs megadva|,|nincs megadva|,
66.9,"XIV. kerület, Hungária körút 163.",78.0,3.0,0,,felújított,1950 előtt,összkomfortos,1,2,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délnyugat,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,elektromos fűtőpanel,|nincs megadva|,|nincs megadva|,
34.8,"XIV. kerület, Vezér utca ",50.0,1.0,1.0,,közepes állapotú,|nincs megadva|,összkomfortos,8,10,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
169.0,"XIV. kerület, Alsórákos ",97.0,4.0,0,21.0,|nincs megadva|,2021,|nincs megadva|,1,2,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,21 m|2|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
39.9,"XIV. kerület, Törökőr ",38.0,1.0,0,,felújított,|nincs megadva|,|nincs megadva|,földszint,3,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,7 000  Ft/hó,14  Ft/hó,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"utca, közterület",infrafűtés,|nincs megadva|,|nincs megadva|,
33.5,"XIV. kerület, Öv utca ",27.0,1.0,0,2.0,jó állapotú,2012,összkomfortos,6,7,van,3 m-nél alacsonyabb,nincs,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,udvari,2 m|2|,nem,nem tetőtéri,,"utca, közterület - ingyenes",házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
49.99,"XIV. kerület, Egressy út ",51.0,2.0,1.0,6.0,felújított,|nincs megadva|,|nincs megadva|,3,6,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délnyugat,kertre néz,6 m|2|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,gázkazán,van,|nincs megadva|,
29.9,"XIV. kerület, Ilka utca ",26.0,1.0,0,3.0,jó állapotú,1950 előtt,összkomfortos,3,3,nincs,3 m-nél magasabb,|nincs megadva|,nem,120 m|3|/hó,140 kWh/hó,30 000  Ft/hó,|nincs megadva|,|nincs megadva|,délnyugat,panorámás,3 m|2|,nem,nem tetőtéri,,"utca, közterület",gáz (konvektor),|nincs megadva|,|nincs megadva|,
47.5,"XIV. kerület, Lőcsei út ",46.0,2.0,0,4.0,felújított,1950 és 1980 között,összkomfortos,1,2,nincs,|nincs megadva|,van,nem,50 m|3|/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,nyugat,utcai,4 m|2|,nem,nem tetőtéri,,udvari beálló - benne van az árban,"gáz (konvektor), hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,
69.5,"XIV. kerület, Herminamező ",51.0,2.0,0,6.0,felújított,2018,összkomfortos,1,5,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,egy helyiségben,délkelet,kertre néz,6 m|2|,nem,nem tetőtéri,,teremgarázs hely - megvásárolható,házközponti egyedi méréssel,van,|nincs megadva|,"7,50 M Ft"
49.9,"XIV. kerület, Szentmihályi út ",68.0,3.0,0,3.0,felújított,|nincs megadva|,összkomfortos,10,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,panorámás,3 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,távfűtés,|nincs megadva|,|nincs megadva|,
69.9,"XIV. kerület, Nagy Lajos király útja ",74.0,4.0,0,6.0,közepes állapotú,|nincs megadva|,összkomfortos,2,5,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,39 590  Ft/hó,külön helyiségben,északkelet,utcai,6 m|2|,|nincs megadva|,|nincs megadva|,,udvari beálló - benne van az árban,házközponti,|nincs megadva|,CC,
