price,adress,size,rooms,half_rooms,Ingatlan állapota,Építés éve,Komfort,Emelet,Épület szintjei,Lift,Belmagasság,Légkondicionáló,"Átlag gázfogyasztás
                            |info|","Átlag áramfogyasztás
                            |info|",Rezsiköltség,Közös költség,Akadálymentesített,Fürdő és wc,Tájolás,Kilátás,Erkély mérete,Kertkapcsolatos,Tetőtér,Parkolás,Fűtés,Szigetelés,Energiatanúsítvány,balcony,Parkolóhely ára
49.9,"VII. kerület, Szövetség utca ",68.0,2.0,1.0,közepes állapotú,1950 előtt,összkomfortos,3,3,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,kelet,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,,
89.9,"VII. kerület, Százház utca 29-37.",82.0,4.0,0,jó állapotú,2001 és 2010 között,összkomfortos,6,7,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,30 000  Ft/hó,igen,külön helyiségben,délkelet,|nincs megadva|,12 m|2|,nem,nem tetőtéri,|nincs megadva|,házközponti,|nincs megadva|,|nincs megadva|,12.0,
89.9,"VII. kerület, Nagy Diófa utca ",93.0,3.0,0,felújított,1950 előtt,összkomfortos,2,3,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délnyugat,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,
80.0,"VII. kerület, Belső-Erzsébetváros ",77.0,2.0,0,jó állapotú,1950 előtt,összkomfortos,1,|nincs megadva|,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,panorámás,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,házközponti,|nincs megadva|,|nincs megadva|,,
41.5,"VII. kerület, Kürt utca ",45.0,1.0,1.0,felújítandó,1950 előtt,összkomfortos,3,3,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délnyugat,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,cserépkályha,|nincs megadva|,|nincs megadva|,,
97.9,"VII. kerület, Dohány utca ",63.0,4.0,0,felújított,|nincs megadva|,összkomfortos,1,3,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,15 000  Ft/hó,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",házközponti,|nincs megadva|,|nincs megadva|,,
59.9,"VII. kerület, Külső-Erzsébetváros ",89.0,3.0,0,közepes állapotú,1950 előtt,összkomfortos,2,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északkelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,cserépkályha,|nincs megadva|,|nincs megadva|,,
41.5,"VII. kerület, Erzsébet körút 56.",45.0,2.0,0,közepes állapotú,1950 előtt,összkomfortos,3,3,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,nyugat,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,cserépkályha,|nincs megadva|,|nincs megadva|,,
126.0,"VII. kerület, Erzsébet körút ",110.0,4.0,0,közepes állapotú,|nincs megadva|,összkomfortos,1,4,van,3 m-nél magasabb,|nincs megadva|,100 m|3|/hó,200 kWh/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délkelet,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",gázkazán,nincs,|nincs megadva|,,
64.0,"VII. kerület, Hevesi Sándor tér ",81.0,3.0,0,közepes állapotú,1950 előtt,összkomfortos,3,4,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,külön helyiségben,délnyugat,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület","gáz (konvektor), cserépkályha",|nincs megadva|,|nincs megadva|,,
142.0,"VII. kerület, Rákóczi út 16.",107.0,5.0,0,felújított,1950 előtt,|nincs megadva|,3,5,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,külön és egyben is,|nincs megadva|,utcai,3 m|2|,|nincs megadva|,nem tetőtéri,"utca, közterület",házközponti,|nincs megadva|,|nincs megadva|,3.0,
71.9,"VII. kerület, Belső-Erzsébetváros ",84.0,3.0,0,felújított,1950 előtt,duplakomfortos,2,|nincs megadva|,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,|nincs megadva|,|nincs megadva|,|nincs megadva|,zárószint,|nincs megadva|,egyéb,|nincs megadva|,|nincs megadva|,,
92.9,"VII. kerület, Szövetség utca ",92.0,3.0,0,felújított,1950 előtt,duplakomfortos,3,3,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,23 000  Ft/hó,nem,külön és egyben is,északkelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület",gázkazán,|nincs megadva|,|nincs megadva|,,
89.9,"VII. kerület, Garay tér ",107.0,3.0,1.0,jó állapotú,|nincs megadva|,összkomfortos,3,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,25  Ft/hó,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,
34.9,"VII. kerület, Kazinczy utca ",26.0,1.0,0,felújított,1950 előtt,|nincs megadva|,földszint,3,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 000  Ft/hó,|nincs megadva|,egy helyiségben,kelet,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,elektromos fűtőpanel,|nincs megadva|,|nincs megadva|,,
119.9,"VII. kerület, Belső-Erzsébetváros ",80.0,2.0,1.0,felújított,1950 előtt,duplakomfortos,3,7,van,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,50 000  Ft/hó,|nincs megadva|,|nincs megadva|,külön és egyben is,délnyugat,kertre néz,6 m|2|,nem,|nincs megadva|,"utca, közterület - fizetős övezet",házközponti,van,|nincs megadva|,6.0,
32.0,"VII. kerület, Külső-Erzsébetváros ",35.0,1.0,0,közepes állapotú,1950 előtt,komfortos,földszint,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,13 700  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,,
55.9,"VII. kerület, Belső-Erzsébetváros ",66.0,2.0,0,közepes állapotú,1950 előtt,összkomfortos,földszint,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gáz (konvektor),|nincs megadva|,BB,,
109.9,"VII. kerület, Rákóczi út ",93.0,3.0,0,felújított,1950 előtt,összkomfortos,1,5,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,északkelet,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,|nincs megadva|,,
52.0,"VII. kerület, Külső-Erzsébetváros - Ligetváros ",61.0,2.0,0,jó állapotú,1950 és 1980 között,összkomfortos,2,3,nincs,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,
38.5,"VII. kerület, Erzsébet körút ",40.0,1.0,0,újszerű,1950 előtt,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",fan-coil,|nincs megadva|,|nincs megadva|,,
46.8,"VII. kerület, Külső-Erzsébetváros ",53.0,2.0,0,jó állapotú,1950 előtt,összkomfortos,3,3,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,16 000  Ft/hó,|nincs megadva|,külön helyiségben,délkelet,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",gáz (konvektor),|nincs megadva|,|nincs megadva|,,
52.9,"VII. kerület, Középső-Erzsébetváros ",67.0,2.0,1.0,közepes állapotú,|nincs megadva|,összkomfortos,1,2,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,23 000  Ft/hó,|nincs megadva|,külön helyiségben,dél,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",gáz (konvektor),|nincs megadva|,|nincs megadva|,,
69.9,"VII. kerület, Külső-Erzsébetváros - Ligetváros ",83.0,3.0,0,jó állapotú,1950 előtt,összkomfortos,2,3,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,17 000  Ft/hó,nem,külön helyiségben,északnyugat,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet","gáz (konvektor), elektromos fűtőpanel",|nincs megadva|,|nincs megadva|,,
99.9,"VII. kerület, Rákóczi út ",78.0,2.0,0,felújított,1950 előtt,duplakomfortos,3,4,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,19 000  Ft/hó,|nincs megadva|,külön és egyben is,délnyugat,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet","gázkazán, kandalló",|nincs megadva|,|nincs megadva|,,
65.0,"VII. kerület, Marek József utca 22.",65.0,3.0,0,közepes állapotú,1950 előtt,összkomfortos,földszint,4,van,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,36 000  Ft/hó,nem,külön helyiségben,délnyugat,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",gázkazán,nincs,|nincs megadva|,,
69.9,"VII. kerület, Külső-Erzsébetváros - Ligetváros ",83.0,3.0,0,felújított,1950 előtt,összkomfortos,2,4,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,18 000  Ft/hó,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület",gáz (konvektor),|nincs megadva|,|nincs megadva|,,
99.0,"VII. kerület, Külső-Erzsébetváros - Ligetváros ",129.0,4.0,0,felújítandó,1950 előtt,|nincs megadva|,4,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,utcai,2 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,2.0,
100.0,"VII. kerület, Dohány utca ",113.0,3.0,0,jó állapotú,|nincs megadva|,összkomfortos,3,|nincs megadva|,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délkelet,utcai,|nincs megadva|,nem,|nincs megadva|,"utca, közterület",gázkazán,|nincs megadva|,|nincs megadva|,,
64.9,"VII. kerület, Garay tér ",68.0,2.0,1.0,felújított,|nincs megadva|,|nincs megadva|,2,3,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,23 000  Ft/hó,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,
138.5,"VII. kerület, Klauzál utca ",106.0,4.0,2.0,felújított,1950 és 1980 között,összkomfortos,4,5,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,utcai,18 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület",hőszivattyú,|nincs megadva|,|nincs megadva|,18.0,
62.9,"VII. kerület, Klauzál tér ",68.0,2.0,2.0,jó állapotú,1950 előtt,duplakomfortos,2,3,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,egy helyiségben,kelet,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,|nincs megadva|,,
91.83,"VII. kerület, Damjanich utca ",109.0,3.0,0,újszerű,2011,duplakomfortos,3,5,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,20 m|2|,nem,nem tetőtéri,|nincs megadva|,"házközponti egyedi méréssel, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,4.15,
94.9,"VII. kerület, Dob utca ",68.0,3.0,0,közepes állapotú,1950 előtt,összkomfortos,2,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,18 000  Ft/hó,|nincs megadva|,|nincs megadva|,nyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,20.0,
58.9,"VII. kerület, Belső-Erzsébetváros ",76.0,2.0,0,közepes állapotú,1950 előtt,összkomfortos,3,|nincs megadva|,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,utcai,|nincs megadva|,|nincs megadva|,zárószint,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,,
53.9,"VII. kerület, Külső-Erzsébetváros ",80.0,2.0,0,jó állapotú,1950 előtt,összkomfortos,2,4,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 000  Ft/hó,|nincs megadva|,egy helyiségben,kelet,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",gáz (konvektor),nincs,|nincs megadva|,,
39.9,"VII. kerület, Dohány utca ",35.0,1.0,0,jó állapotú,1950 előtt,összkomfortos,földszint,|nincs megadva|,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,23 000  Ft/hó,|nincs megadva|,|nincs megadva|,kelet,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,
36.9,"VII. kerület, Középső-Erzsébetváros ",39.0,1.0,1.0,|nincs megadva|,1950 előtt,komfort nélküli,5,5,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,panorámás,|nincs megadva|,|nincs megadva|,tetőtéri,"utca, közterület - fizetős övezet",|nincs megadva|,|nincs megadva|,|nincs megadva|,,
95.0,"VII. kerület, Damjanich utca 52.",512.0,10.0,0,felújított,1950 előtt,összkomfortos,szuterén,3,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",elektromos fűtőpanel,|nincs megadva|,|nincs megadva|,,
22.2,"VII. kerület, Jósika utca ",34.0,1.0,1.0,felújítandó,1950 előtt,összkomfortos,1,3,|nincs megadva|,3 m-nél magasabb,nincs,100 m|3|/hó,150 kWh/hó,35 000  Ft/hó,25 000  Ft/hó,nem,külön és egyben is,kelet,utcai,2 m|2|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",gázkazán,nincs,EE,,
64.9,"VII. kerület, Erzsébet körút ",90.0,4.0,1.0,jó állapotú,1950 előtt,|nincs megadva|,1,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,zárószint,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,2.0,
29.7,"VII. kerület, Belső-Erzsébetváros ",26.0,1.0,0,újszerű,2020,|nincs megadva|,2,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északkelet,|nincs megadva|,11 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,,
110.0,"VII. kerület, Külső-Erzsébetváros ",100.0,4.0,0,felújított,|nincs megadva|,összkomfortos,földszint,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,infrafűtés,|nincs megadva|,|nincs megadva|,11.0,
35.9,"VII. kerület, Középső-Erzsébetváros ",25.0,1.0,0,közepes állapotú,1950 előtt,|nincs megadva|,1,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,,
52.9,"VII. kerület, Középső-Erzsébetváros ",67.0,2.0,1.0,felújított,1950 előtt,összkomfortos,4,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,egyéb,|nincs megadva|,|nincs megadva|,,
53.0,"VII. kerület, Külső-Erzsébetváros ",46.0,1.0,0,felújított,1950 előtt,összkomfortos,földszint,4,|nincs megadva|,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,10 000  Ft/hó,|nincs megadva|,külön helyiségben,dél,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - ingyenes",gázkazán,nincs,|nincs megadva|,,
42.9,"VII. kerület, Bethlen Gábor utca ",56.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
37.9,"VII. kerület, Erzsébet körút ",39.0,1.0,0,felújítandó,1950 előtt,összkomfortos,4,4,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 300  Ft/hó,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,,
25.9,"VII. kerület, Barcsay utca ",33.0,1.0,1.0,felújított,1950 előtt,összkomfortos,szuterén,2,nincs,3 m-nél alacsonyabb,nincs,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,egy helyiségben,északnyugat,utcai,|nincs megadva|,nem,nem tetőtéri,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,
110.0,"VII. kerület, Külső-Erzsébetváros - Ligetváros ",100.0,4.0,0,újszerű,2020,duplakomfortos,2,5,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,külön helyiségben,|nincs megadva|,utcai,11 m|2|,|nincs megadva|,nem tetőtéri,"utca, közterület - fizetős övezet",házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,11.0,
52.9,"VII. kerület, Középső-Erzsébetváros ",67.0,2.0,1.0,közepes állapotú,1950 előtt,összkomfortos,1,3,van,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,23 000  Ft/hó,nem,külön helyiségben,délnyugat,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",gáz (konvektor),nincs,|nincs megadva|,,
89.0,"VII. kerület, Dob utca ",78.0,3.0,0,jó állapotú,1950 előtt,|nincs megadva|,2,4,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",gázkazán,|nincs megadva|,|nincs megadva|,,
52.0,"VII. kerület, Belső-Erzsébetváros ",77.0,2.0,0,jó állapotú,|nincs megadva|,összkomfortos,földszint,5,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délkelet,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",gázkazán,|nincs megadva|,|nincs megadva|,,
34.8,"VII. kerület, Középső-Erzsébetváros ",35.0,1.0,0,jó állapotú,1950 előtt,összkomfortos,1,|nincs megadva|,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északnyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,egyéb,|nincs megadva|,|nincs megadva|,,
35.0,"VII. kerület, Középső-Erzsébetváros ",40.0,2.0,0,jó állapotú,1950 előtt,összkomfortos,2,|nincs megadva|,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,,
165.0,"VII. kerület, Károly körút ",75.0,2.0,0,felújított,1950 előtt,komfortos,3,6,van,3 m-nél magasabb,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,panorámás,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,,
109.0,"VII. kerület, Bethlen Gábor utca ",78.0,3.0,0,felújított,|nincs megadva|,luxus,2,4,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,egy helyiségben,délnyugat,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet","gázkazán, padlófűtés, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,,
105.38,"VII. kerület, Wesselényi utca 41.",126.0,4.0,0,|nincs megadva|,|nincs megadva|,duplakomfortos,3,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,
82.43,"VII. kerület, Király utca ",61.0,3.0,0,felújított,1950 előtt,összkomfortos,2,2,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,|nincs megadva|,,
86.19,"VII. kerület, Dohány utca ",51.0,3.0,0,felújított,1950 előtt,összkomfortos,1,3,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,külön helyiségben,|nincs megadva|,udvari,2 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,|nincs megadva|,2.0,
29.5,"VII. kerület, István utca ",33.0,1.0,1.0,jó állapotú,1950 előtt,összkomfortos,2,3,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",gáz (konvektor),|nincs megadva|,|nincs megadva|,,
31.8,"VII. kerület, Külső-Erzsébetváros - Ligetváros ",26.0,2.0,0,felújított,|nincs megadva|,összkomfortos,földszint,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,elektromos fűtőpanel,|nincs megadva|,|nincs megadva|,,
29.2,"VII. kerület, Dembinszky utca 52.",29.0,1.0,0,felújított,1950 előtt,összkomfortos,földszint,3,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,nem,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,|nincs megadva|,"hűtő-fűtő klíma, gáz (konvektor)",|nincs megadva|,|nincs megadva|,,
31.9,"VII. kerület, Rottenbiller utca ",26.0,1.0,0,|nincs megadva|,2018,|nincs megadva|,2,5,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,teremgarázs hely - bérelhető,házközponti egyedi méréssel,nincs,|nincs megadva|,,|nincs megadva|
79.9,"VII. kerület, Nagy Diófa utca ",93.0,3.0,0,jó állapotú,|nincs megadva|,összkomfortos,3,3,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,házközponti,|nincs megadva|,|nincs megadva|,,
