price,adress,size,rooms,half_rooms,balcony,Ingatlan állapota,Építés éve,Komfort,Emelet,Épület szintjei,Lift,Belmagasság,Légkondicionáló,Akadálymentesített,"Átlag gázfogyasztás
                            |info|","Átlag áramfogyasztás
                            |info|",Rezsiköltség,Közös költség,Fürdő és wc,Tájolás,Kilátás,Erkély mérete,Kertkapcsolatos,Tetőtér,Parkolás,Parkolóhely ára,Fűtés,Szigetelés,Energiatanúsítvány,Panelprogram
60.0,"III. kerület, Kiscelli utca ",65.0,1.0,2.0,,felújított,|nincs megadva|,|nincs megadva|,7,10,van,|nincs megadva|,van,|nincs megadva|,Nincs gáz bekötve az ingatlanba,185 kWh/hó,46 000  Ft/hó,|nincs megadva|,külön helyiségben,|nincs megadva|,panorámás,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület",,távfűtés,|nincs megadva|,|nincs megadva|,|nincs megadva|
92.0,"III. kerület, Róza köz 2.",60.0,3.0,0,9.0,újszerű,2021,komfortos,1,2,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,nyugat,panorámás,9 m|2|,nem,nem tetőtéri,teremgarázs hely - kötelező megvenni,8 M Ft,hőszivattyú,van,AA+,
93.9,"I. kerület, Fő utca 24.",49.0,2.0,1.0,2.0,felújított,1950 előtt,összkomfortos,4,5,van,3 m-nél alacsonyabb,van,nem,Nincs gáz bekötve az ingatlanba,|nincs megadva|,4 000  Ft/hó,47 000  Ft/hó,külön helyiségben,nyugat,|nincs megadva|,2 m|2|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,házközponti,|nincs megadva|,|nincs megadva|,
98.0,"III. kerület, Pünkösdfürdő utca ",100.0,2.0,1.0,16.0,jó állapotú,2001 és 2010 között,összkomfortos,2,2,|nincs megadva|,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,48 000  Ft/hó,egy helyiségben,|nincs megadva|,panorámás,16 m|2|,nem,nem tetőtéri,teremgarázs hely - kötelező megvenni,10 M Ft,gázkazán,|nincs megadva|,AA,
55.2,"III. kerület, Pacsirtamező utca ",48.0,2.0,0,,felújított,|nincs megadva|,összkomfortos,2,2,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,41 m|3|/hó,150 kWh/hó,15 000  Ft/hó,14 000  Ft/hó,|nincs megadva|,nyugat,kertre néz,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gáz (konvektor),|nincs megadva|,|nincs megadva|,
75.0,"I. kerület, Gellérthegy utca 6.",74.0,2.0,1.0,,jó állapotú,|nincs megadva|,összkomfortos,|nincs megadva|,6,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,130 m|3|/hó,120 kWh/hó,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",,gázkazán,|nincs megadva|,|nincs megadva|,
65.0,"III. kerület, Remetehegyi út 80/A",46.0,2.0,0,18.0,újszerű,2001 és 2010 között,összkomfortos,földszint,3,nincs,3 m-nél alacsonyabb,nincs,|nincs megadva|,90 m|3|/hó,90 kWh/hó,|nincs megadva|,22 000  Ft/hó,külön és egyben is,kelet,panorámás,18 m|2|,igen,,udvari beálló - benne van az árban,,gázkazán,van,|nincs megadva|,
259.0,"II. kerület, Kuruclesi út 59.",125.0,5.0,0,30.0,újszerű,1950 és 1980 között,duplakomfortos,2,3,nincs,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,külön és egyben is,dél,panorámás,30 m|2|,nem,"legfelső emelet, nem tetőtéri",önálló garázs - benne van az árban,,gázkazán,nincs,|nincs megadva|,
49.9,"III. kerület, Matróz utca ",65.0,3.0,0,4.0,jó állapotú,1950 és 1980 között,összkomfortos,10,10,van,3 m-nél alacsonyabb,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 600  Ft/hó,külön helyiségben,|nincs megadva|,panorámás,4 m|2|,|nincs megadva|,"legfelső emelet, nem tetőtéri","utca, közterület - fizetős övezet",,távfűtés,nincs,|nincs megadva|,|nincs megadva|
56.0,"III. kerület, Bécsi út ",67.0,3.0,0,,jó állapotú,|nincs megadva|,összkomfortos,8,10,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délnyugat,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",,távfűtés egyedi méréssel,van,CC,részt vett
55.0,"III. kerület, Akác köz ",66.0,2.0,1.0,,felújítandó,1950 és 1980 között,|nincs megadva|,7,10,van,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,16 900  Ft/hó,külön helyiségben,észak,kertre néz,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület - fizetős övezet",,infrafűtés,|nincs megadva|,|nincs megadva|,|nincs megadva|
38.2,"III. kerület, Benedek Elek utca ",40.0,1.0,1.0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,
34.5,"III. kerület, Hímző utca ",49.0,2.0,0,6.0,közepes állapotú,|nincs megadva|,összkomfortos,9,10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,17 000  Ft/hó,|nincs megadva|,nyugat,panorámás,6 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",,házközponti,|nincs megadva|,|nincs megadva|,|nincs megadva|
179.9,"II. kerület, Bimbó út ",96.0,3.0,0,4.0,felújított,1950 előtt,duplakomfortos,1,2,nincs,3 m-nél magasabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délnyugat,udvari,4 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,házközponti,|nincs megadva|,|nincs megadva|,
42.9,"III. kerület, Kenyeres utca ",36.0,1.0,1.0,6.0,jó állapotú,|nincs megadva|,|nincs megadva|,földszint,3,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,kertre néz,6 m|2|,igen,|nincs megadva|,"utca, közterület",,gáz (konvektor),|nincs megadva|,|nincs megadva|,
75.0,"II. kerület, Budakeszi út ",70.0,3.0,0,8.0,közepes állapotú,1950 és 1980 között,összkomfortos,földszint,|nincs megadva|,nincs,3 m-nél alacsonyabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,|nincs megadva|,8 m|2|,|nincs megadva|,nem tetőtéri,"utca, közterület",,gáz (konvektor),|nincs megadva|,|nincs megadva|,
51.9,"III. kerület, Palicsi utca 59.",47.0,1.0,1.0,4.0,jó állapotú,1950 és 1980 között,összkomfortos,félemelet,4,nincs,3 m-nél alacsonyabb,nincs,nem,80 m|3|/hó,110 kWh/hó,20 000  Ft/hó,10 500  Ft/hó,egy helyiségben,kelet,udvari,4 m|2|,nem,nem tetőtéri,"utca, közterület - ingyenes",,gázkazán,van,|nincs megadva|,
100.0,"II. kerület, Felhévízi utca 7/A",76.0,3.0,0,11.0,újszerű,2001 és 2010 között,összkomfortos,2,3,van,3 m-nél alacsonyabb,van,nem,|nincs megadva|,280 kWh/hó,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,|nincs megadva|,11 m|2|,nem,|nincs megadva|,teremgarázs hely - benne van az árban,,"házközponti, gázkazán",|nincs megadva|,|nincs megadva|,
92.0,"II. kerület, Horvát utca ",70.0,2.0,1.0,4.0,újszerű,|nincs megadva|,összkomfortos,1,7,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,|nincs megadva|,4 m|2|,|nincs megadva|,,"utca, közterület",,házközponti,van,|nincs megadva|,
99.5,"II. kerület, Trombitás út ",63.0,2.0,1.0,,felújított,1950 előtt,|nincs megadva|,2,2,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,100 m|3|/hó,|nincs megadva|,|nincs megadva|,22 000  Ft/hó,külön helyiségben,délnyugat,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,udvari beálló,,gázkazán,|nincs megadva|,|nincs megadva|,
41.9,"III. kerület, Pacsirtamező utca ",49.0,2.0,0,2.0,közepes állapotú,1950 és 1980 között,komfortos,3,4,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 840  Ft/hó,egy helyiségben,kelet,utcai,2 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,gáz (konvektor),|nincs megadva|,|nincs megadva|,
68.0,"III. kerület, Vízimalom sétány ",73.0,1.0,3.0,,jó állapotú,|nincs megadva|,összkomfortos,1,4,nincs,3 m-nél alacsonyabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület - ingyenes",,távfűtés,|nincs megadva|,|nincs megadva|,|nincs megadva|
34.0,"III. kerület, Kiscelli utca ",45.0,1.0,1.0,,felújítandó,1950 előtt,összkomfortos,félemelet,3,|nincs megadva|,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,egy helyiségben,észak,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,gáz (konvektor),|nincs megadva|,|nincs megadva|,
47.0,"III. kerület, Bogdáni út ",53.0,2.0,0,4.0,felújítandó,|nincs megadva|,|nincs megadva|,3,3,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,nyugat,udvari,4 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gáz (konvektor),van - 10 cm,|nincs megadva|,
106.0,"II. kerület, Ruszti út ",64.0,2.0,0,11.0,újszerű,2001 és 2010 között,|nincs megadva|,2,3,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,11 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,van,|nincs megadva|,
185.0,"II. kerület, Gábor Áron utca ",80.0,3.0,0,17.0,felújított,1981 és 2000 között,|nincs megadva|,2,3,nincs,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,21 000  Ft/hó,külön és egyben is,dél,udvari,17 m|2|,nem,nem tetőtéri,önálló garázs - megvásárolható,15 M Ft,"gázkazán, padlófűtés, hűtő-fűtő klíma",van - 12 cm,CC,
84.0,"III. kerület, Lángliliom utca ",69.0,3.0,0,15.0,újszerű,2001 és 2010 között,összkomfortos,2,4,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,27 000  Ft/hó,külön és egyben is,|nincs megadva|,kertre néz,15 m|2|,nem,nem tetőtéri,teremgarázs hely - kötelező megvenni,|nincs megadva|,gázkazán,van,BB,
42.99,"III. kerület, Hímző utca 1.",52.0,2.0,0,,felújított,|nincs megadva|,|nincs megadva|,9,10,van,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,nyugat,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,|nincs megadva|
113.5,"III. kerület, Toronya utca ",83.0,3.0,0,14.0,újszerű,2001 és 2010 között,duplakomfortos,2,3,nincs,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,150 kWh/hó,|nincs megadva|,33 000  Ft/hó,egy helyiségben,|nincs megadva|,panorámás,14 m|2|,nem,tetőtéri,udvari beálló - kötelező megvenni,|nincs megadva|,gázkazán,van,CC,
68.9,"I. kerület, Várfok utca ",63.0,2.0,0,,közepes állapotú,1950 és 1980 között,|nincs megadva|,félemelet,5,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,udvari beálló - bérelhető,4 000  Ft/hó,házközponti,|nincs megadva|,|nincs megadva|,
124.9,"III. kerület, Hunor utca 29.",81.0,4.0,0,17.0,újszerű,2020,összkomfortos,1,5,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,udvari,17 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,"8,50 M Ft",házközponti egyedi méréssel,van,|nincs megadva|,
59.0,"III. kerület, Szérűskert utca 27.",75.0,1.0,3.0,4.0,felújítandó,|nincs megadva|,|nincs megadva|,4,5,nincs,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,8 745  Ft/hó,külön helyiségben,|nincs megadva|,|nincs megadva|,4 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,házközponti,|nincs megadva|,|nincs megadva|,|nincs megadva|
65.5,"II. kerület, Pasaréti út ",48.0,2.0,1.0,10.0,felújított,1981 és 2000 között,|nincs megadva|,félemelet,3,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,29 732  Ft/hó,egy helyiségben,dél,kertre néz,10 m|2|,|nincs megadva|,|nincs megadva|,udvari beálló,,házközponti,|nincs megadva|,|nincs megadva|,
41.5,"III. kerület, Hídfő utca ",53.0,2.0,0,4.0,közepes állapotú,1981 és 2000 között,összkomfortos,3,9,van,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délnyugat,|nincs megadva|,4 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,távfűtés egyedi méréssel,van,|nincs megadva|,|nincs megadva|
59.9,"III. kerület, Lajos utca ",74.0,3.0,0,,felújított,1950 és 1980 között,összkomfortos,6,10,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,házközponti egyedi méréssel,van,|nincs megadva|,részt vett
87.9,"II. kerület, Apostol utca ",59.0,3.0,0,6.0,újszerű,|nincs megadva|,|nincs megadva|,félemelet,3,nincs,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,23 600  Ft/hó,külön helyiségben,|nincs megadva|,utcai,6 m|2|,nem,nem tetőtéri,udvari beálló,,gázkazán,|nincs megadva|,|nincs megadva|,
59.9,"I. kerület, Attila út 133.",46.0,1.0,0,4.0,felújított,1950 előtt,összkomfortos,3,4,van,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délnyugat,panorámás,4 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,távfűtés,|nincs megadva|,|nincs megadva|,
109.0,"III. kerület, Szent István utca 81.",70.0,3.0,0,15.0,újszerű,2022,|nincs megadva|,1,3,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 m|2|,nem,nem tetőtéri,|nincs megadva|,,"hőszivattyú, mennyezeti hűtés-fűtés, padlófűtés",van,|nincs megadva|,
145.0,"II. kerület, Fillér utca 78.",85.0,3.0,0,17.0,jó állapotú,1981 és 2000 között,|nincs megadva|,félemelet,3,nincs,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délnyugat,panorámás,17 m|2|,|nincs megadva|,nem tetőtéri,udvari beálló - benne van az árban,,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
85.9,"II. kerület, Szilágyi Erzsébet fasor ",64.0,2.0,0,7.0,felújított,1950 és 1980 között,összkomfortos,3,3,|nincs megadva|,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,9 000  Ft/hó,28 880  Ft/hó,|nincs megadva|,dél,panorámás,7 m|2|,|nincs megadva|,"legfelső emelet, nem tetőtéri",|nincs megadva|,,házközponti,van,|nincs megadva|,
68.0,"II. kerület, Margit körút ",44.0,2.0,0,,felújított,|nincs megadva|,luxus,6,6,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,11  Ft/hó,külön helyiségben,|nincs megadva|,panorámás,|nincs megadva|,|nincs megadva|,zárószint,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,
119.9,"II. kerület, Fillér utca 17.",73.0,3.0,0,,felújított,1950 előtt,duplakomfortos,félemelet,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,21 243  Ft/hó,külön és egyben is,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,udvari beálló - bérelhető,24 000  Ft/hó,"gázkazán, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,
44.7,"III. kerület, Solymár utca ",50.0,2.0,0,,felújított,|nincs megadva|,összkomfortos,7,10,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,távfűtés,|nincs megadva|,|nincs megadva|,|nincs megadva|
187.0,"II. kerület, Fényes Elek utca ",92.0,2.0,2.0,4.0,felújított,1950 előtt,duplakomfortos,2,3,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,130 m|3|/hó,220 kWh/hó,30 000  Ft/hó,40 000  Ft/hó,külön és egyben is,|nincs megadva|,|nincs megadva|,4 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület",,padlófűtés,|nincs megadva|,|nincs megadva|,
95.0,"II. kerület, Hunyadi János utca ",150.0,4.0,0,50.0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,50 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,
94.99,"II. kerület, Garas utca 30.",60.0,2.0,0,12.0,felújított,1950 előtt,összkomfortos,1,2,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,6 500  Ft/hó,külön helyiségben,|nincs megadva|,kertre néz,12 m|2|,igen,nem tetőtéri,udvari beálló - benne van az árban,,"padlófűtés, mennyezeti hűtés-fűtés, hűtő-fűtő klíma",van - 15 cm,|nincs megadva|,
179.9,"II. kerület, Tamara utca ",178.0,4.0,2.0,50.0,jó állapotú,1981 és 2000 között,összkomfortos,1,3,nincs,3 m-nél alacsonyabb,nincs,nem,170 m|3|/hó,280 kWh/hó,70 000  Ft/hó,|nincs megadva|,külön helyiségben,délkelet,panorámás,50 m|2|,|nincs megadva|,nem tetőtéri,önálló garázs - benne van az árban,,"gázkazán, padlófűtés",van,|nincs megadva|,
54.0,"III. kerület, Bécsi út ",32.0,1.0,0,3.0,újszerű,|nincs megadva|,összkomfortos,|nincs megadva|,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,10 000  Ft/hó,|nincs megadva|,|nincs megadva|,nyugat,panorámás,3 m|2|,nem,nem tetőtéri,udvari beálló - kötelező megvenni,"4,90 M Ft","gázkazán, hűtő-fűtő klíma",van - 10 cm,|nincs megadva|,
125.0,"III. kerület, Zaránd utca ",78.0,2.0,1.0,,újszerű,2001 és 2010 között,|nincs megadva|,földszint,2,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,,"házközponti, padlófűtés",|nincs megadva|,|nincs megadva|,
43.0,"III. kerület, Szentendrei út ",51.0,2.0,0,7.0,felújított,|nincs megadva|,|nincs megadva|,10 felett,több mint 10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,Nincs gáz bekötve az ingatlanba,1 kWh/hó,|nincs megadva|,16 000  Ft/hó,egy helyiségben,kelet,panorámás,7 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület",,távfűtés egyedi méréssel,van,|nincs megadva|,részt vett
198.0,"II. kerület, Törökvész út ",124.0,3.0,0,3.0,jó állapotú,1981 és 2000 között,|nincs megadva|,1,2,nincs,3 m-nél alacsonyabb,van,nem,103 m|3|/hó,380 kWh/hó,25 000  Ft/hó,25 000  Ft/hó,külön és egyben is,délkelet,panorámás,3 m|2|,nem,"legfelső emelet, nem tetőtéri",teremgarázs hely - benne van az árban,,"gázkazán, padlófűtés, hűtő-fűtő klíma",van - 5 cm,|nincs megadva|,
59.5,"III. kerület, Vihar utca ",51.0,2.0,0,6.0,felújított,1950 előtt,összkomfortos,2,3,nincs,3 m-nél alacsonyabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,16 000  Ft/hó,egy helyiségben,nyugat,kertre néz,6 m|2|,nem,"legfelső emelet, nem tetőtéri","utca, közterület - fizetős övezet",,gázkazán,|nincs megadva|,|nincs megadva|,
34.99,"III. kerület, Madzsar József utca 3.",31.0,1.0,0,4.0,felújított,1981 és 2000 között,összkomfortos,7,több mint 10,van,3 m-nél alacsonyabb,van,igen,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,10 354  Ft/hó,egy helyiségben,dél,panorámás,4 m|2|,nem,nem tetőtéri,"utca, közterület - ingyenes",,távfűtés egyedi méréssel,van,CC,részt vett
74.9,"III. kerület, San Marco utca ",70.0,2.0,0,,felújított,|nincs megadva|,összkomfortos,földszint,3,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,22 000  Ft/hó,külön helyiségben,kelet,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",,gáz (konvektor),|nincs megadva|,|nincs megadva|,
117.0,"II. kerület, Tövis utca ",68.0,2.0,1.0,25.0,felújított,1981 és 2000 között,összkomfortos,földszint,3,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,16 000  Ft/hó,külön helyiségben,délnyugat,kertre néz,25 m|2|,igen,|nincs megadva|,"utca, közterület",,gázkazán,|nincs megadva|,|nincs megadva|,
51.9,"II. kerület, Boróka utca 12.",46.0,1.0,1.0,,közepes állapotú,1950 és 1980 között,összkomfortos,2,2,nincs,3 m-nél alacsonyabb,nincs,nem,65 m|3|/hó,143 kWh/hó,13 000  Ft/hó,12 000  Ft/hó,külön helyiségben,délnyugat,kertre néz,|nincs megadva|,nem,"legfelső emelet, nem tetőtéri","utca, közterület",,gáz (konvektor),|nincs megadva|,|nincs megadva|,
88.5,"II. kerület, Gárdonyi Géza út ",56.0,2.0,0,14.0,jó állapotú,1950 és 1980 között,összkomfortos,félemelet,4,nincs,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,17 000  Ft/hó,15 500  Ft/hó,külön helyiségben,délnyugat,|nincs megadva|,14 m|2|,|nincs megadva|,nem tetőtéri,önálló garázs - kötelező megvenni,10 M Ft,gázkazán,|nincs megadva|,|nincs megadva|,
29.9,"III. kerület, Őszike utca ",36.0,1.0,0,4.0,felújítandó,|nincs megadva|,|nincs megadva|,4,4,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,8 000  Ft/hó,egy helyiségben,|nincs megadva|,panorámás,4 m|2|,|nincs megadva|,"legfelső emelet, nem tetőtéri",|nincs megadva|,,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,|nincs megadva|
43.0,"III. kerület, Lajos utca ",66.0,3.0,0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|
26.99,"III. kerület, Bogdáni út ",27.0,1.0,0,,jó állapotú,|nincs megadva|,összkomfortos,1,3,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,7 500  Ft/hó,egy helyiségben,nyugat,kertre néz,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",,távfűtés,van,|nincs megadva|,részt vett
41.89,"III. kerület, Búvár utca ",52.0,2.0,0,,jó állapotú,1950 és 1980 között,összkomfortos,8,10,van,3 m-nél alacsonyabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 368  Ft/hó,külön helyiségben,kelet,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",,távfűtés,|nincs megadva|,|nincs megadva|,|nincs megadva|
44.5,"III. kerület, Solymár utca ",48.0,2.0,0,4.0,felújított,1950 és 1980 között,összkomfortos,10,10,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,|nincs megadva|,4 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület",,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,|nincs megadva|
44.0,"III. kerület, Lukács György utca ",51.0,1.0,2.0,,felújított,1950 és 1980 között,komfortos,7,10,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,15 000  Ft/hó,külön helyiségben,|nincs megadva|,panorámás,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - ingyenes",,távfűtés egyedi méréssel,|nincs megadva|,CC,nem vett részt
