price,adress,size,rooms,half_rooms,balcony,Ingatlan állapota,Építés éve,Komfort,Emelet,Épület szintjei,Lift,Belmagasság,Légkondicionáló,Akadálymentesített,"Átlag gázfogyasztás
                            |info|","Átlag áramfogyasztás
                            |info|",Rezsiköltség,Közös költség,Fürdő és wc,Tájolás,Kilátás,Erkély mérete,Kertkapcsolatos,Tetőtér,Parkolás,Parkolóhely ára,Fűtés,Szigetelés,Energiatanúsítvány,Panelprogram
65.6,"VIII. kerület, Nagy Templom utca 34.",48.0,2.0,0,,újszerű,2001 és 2010 között,összkomfortos,3,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,15 000  Ft/hó,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
109.0,"VIII. kerület, Gyulai Pál utca 6.",110.0,5.0,0,4.0,felújított,|nincs megadva|,összkomfortos,1,3,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,4 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,
54.9,"VIII. kerület, Józsefváros - Csarnoknegyed ",73.0,2.0,0,,felújítandó,1950 előtt,|nincs megadva|,földszint,5,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,27 348  Ft/hó,külön helyiségben,délkelet,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,
52.9,"VIII. kerület, Józsefváros - Csarnoknegyed ",69.0,3.0,0,,|nincs megadva|,1950 előtt,|nincs megadva|,földszint,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,17 250  Ft/hó,külön helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,gáz (konvektor),|nincs megadva|,|nincs megadva|,
69.9,"VIII. kerület, Vajdahunyad utca 9.",50.0,3.0,0,6.5,új építésű,2023,összkomfortos,3,7,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,nyugat,udvari,6.5 m|2|,nem,nem tetőtéri,|nincs megadva|,,"mennyezeti hűtés-fűtés, hőszivattyú",van,BB,
92.0,"VIII. kerület, Nap utca ",112.0,3.0,0,7.0,felújított,2001 és 2010 között,duplakomfortos,3,3,nincs,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,25 000  Ft/hó,egy helyiségben,nyugat,utcai,7 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",,"gázkazán, padlófűtés",van,DD,
170.3,"VIII. kerület, Józsefváros - Palotanegyed ",131.0,3.0,0,2.5,jó állapotú,1950 előtt,összkomfortos,1,3,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,2.5 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület",,gázkazán,|nincs megadva|,|nincs megadva|,
77.1,"VIII. kerület, Nap utca 22.",58.0,1.0,1.0,13.77,új építésű,2023,összkomfortos,2,7,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,kertre néz,13.77 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,"6,20 M Ft","mennyezeti hűtés-fűtés, hőszivattyú",|nincs megadva|,BB,
95.8,"VIII. kerület, Nap utca 22.",58.0,1.0,1.0,14.53,új építésű,2023,összkomfortos,5,7,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,kertre néz,14.53 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,"6,20 M Ft","mennyezeti hűtés-fűtés, hőszivattyú",|nincs megadva|,BB,
93.0,"VIII. kerület, Nap utca 22.",58.0,1.0,1.0,14.0,új építésű,2023,összkomfortos,4,7,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,kertre néz,14 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,"6,20 M Ft","mennyezeti hűtés-fűtés, hőszivattyú",|nincs megadva|,BB,
97.0,"VIII. kerület, Nap utca 22.",58.0,1.0,1.0,14.0,új építésű,2023,összkomfortos,6,7,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,kertre néz,14 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,"6,20 M Ft","mennyezeti hűtés-fűtés, hőszivattyú",|nincs megadva|,BB,
93.0,"VIII. kerület, Nap utca 22.",58.0,1.0,2.0,14.0,új építésű,2023,összkomfortos,4,7,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,kertre néz,14 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,"6,20 M Ft","mennyezeti hűtés-fűtés, hőszivattyú",|nincs megadva|,BB,
77.1,"VIII. kerület, Nap utca 22.",58.0,1.0,2.0,14.0,új építésű,2023,összkomfortos,2,7,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,kertre néz,14 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,"6,20 M Ft","mennyezeti hűtés-fűtés, hőszivattyú",|nincs megadva|,BB,
62.0,"VIII. kerület, Vasas köz ",93.0,3.0,1.0,,felújítandó,1950 előtt,összkomfortos,2,6,van,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,19  Ft/hó,külön és egyben is,délkelet,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",,"cserépkályha, gáz (konvektor)",|nincs megadva|,|nincs megadva|,
64.9,"VIII. kerület, József utca ",99.0,2.0,1.0,,közepes állapotú,1950 előtt,összkomfortos,2,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,házközponti,|nincs megadva|,|nincs megadva|,
184.0,"VIII. kerület, Homok utca ",94.0,4.0,0,119.0,új építésű,2021,luxus,6,7,van,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délkelet,panorámás,119 m|2|,nem,|nincs megadva|,|nincs megadva|,,mennyezeti hűtés-fűtés,|nincs megadva|,AA+,
97.0,"VIII. kerület, Nap utca 22.",58.0,1.0,2.0,14.0,új építésű,2023,összkomfortos,6,7,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,kertre néz,14 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,"6,20 M Ft","mennyezeti hűtés-fűtés, hőszivattyú",|nincs megadva|,BB,
95.8,"VIII. kerület, Nap utca 22.",58.0,1.0,2.0,14.0,új építésű,2023,összkomfortos,5,7,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,kertre néz,14 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,"6,20 M Ft","mennyezeti hűtés-fűtés, hőszivattyú",|nincs megadva|,BB,
51.99,"VIII. kerület, Józsefváros - Palotanegyed ",41.0,2.0,0,1.5,újszerű,2014,összkomfortos,2,6,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,24 040  Ft/hó,|nincs megadva|,|nincs megadva|,utcai,1.5 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,házközponti,|nincs megadva|,|nincs megadva|,
58.5,"VIII. kerület, Vásár utca ",49.0,2.0,0,,közepes állapotú,1950 előtt,összkomfortos,földszint,3,nincs,3 m-nél magasabb,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,16 500  Ft/hó,egy helyiségben,dél,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",,gáz (konvektor),|nincs megadva|,|nincs megadva|,
43.5,"VIII. kerület, Józsefváros - Losoncinegyed ",34.0,1.0,0,10.0,jó állapotú,2001 és 2010 között,összkomfortos,7,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,utcai,10 m|2|,|nincs megadva|,zárószint,|nincs megadva|,,házközponti,|nincs megadva|,|nincs megadva|,
73.9,"VIII. kerület, József körút ",100.0,2.0,0,,közepes állapotú,1950 és 1980 között,|nincs megadva|,3,3,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,30 000  Ft/hó,egy helyiségben,nyugat,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,gáz (konvektor),|nincs megadva|,|nincs megadva|,
108.0,"VIII. kerület, József körút ",92.0,3.0,0,,jó állapotú,1981 és 2000 között,összkomfortos,3,3,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délkelet,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",,gázkazán,|nincs megadva|,|nincs megadva|,
51.99,"VIII. kerület, Salétrom utca ",41.0,2.0,0,1.0,újszerű,2014,összkomfortos,2,5,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,24 000  Ft/hó,|nincs megadva|,|nincs megadva|,utcai,1 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - bérelhető,|nincs megadva|,házközponti,|nincs megadva|,|nincs megadva|,
43.5,"VIII. kerület, Józsefváros - Losoncinegyed ",34.0,1.0,0,10.0,jó állapotú,2001 és 2010 között,összkomfortos,7,7,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,dél,panorámás,10 m|2|,nem,nem tetőtéri,|nincs megadva|,,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
24.9,"VIII. kerület, Vajda Péter utca ",36.0,1.0,0,2.0,közepes állapotú,1950 előtt,|nincs megadva|,3,5,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,2 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,
49.5,"VIII. kerület, Baross utca ",75.0,3.0,0,,felújított,1950 előtt,összkomfortos,félemelet,4,|nincs megadva|,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délnyugat,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,gáz (konvektor),|nincs megadva|,|nincs megadva|,
79.9,"VIII. kerület, Józsefváros - Csarnoknegyed ",63.0,2.0,0,26.0,újszerű,2001 és 2010 között,összkomfortos,1,7,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,külön helyiségben,kelet,kertre néz,26 m|2|,igen,nem tetőtéri,teremgarázs hely - bérelhető,|nincs megadva|,"elektromos fűtőpanel, házközponti egyedi méréssel",van - 15 cm,|nincs megadva|,
43.9,"VIII. kerület, Józsefváros - Orczynegyed ",36.0,2.0,0,4.0,jó állapotú,1981 és 2000 között,összkomfortos,4,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,utcai,4 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,házközponti,|nincs megadva|,|nincs megadva|,
80.0,"VIII. kerület, Józsefváros - Corvinnegyed ",68.0,3.0,0,7.0,|nincs megadva|,2023,|nincs megadva|,3,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,15  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,7 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,
25.99,"VIII. kerület, Tolnai Lajos utca ",23.0,1.0,0,,jó állapotú,|nincs megadva|,összkomfortos,2,2,nincs,3 m-nél magasabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,13 000  Ft/hó,egy helyiségben,kelet,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"gáz (konvektor), hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,
95.9,"VIII. kerület, József körút ",108.0,4.0,0,,jó állapotú,1950 előtt,|nincs megadva|,3,3,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,dél,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,udvari beálló,,gázkazán,|nincs megadva|,|nincs megadva|,
42.7,"VIII. kerület, Őr utca ",40.0,1.0,0,,felújított,1950 és 1980 között,komfortos,1,2,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,100 kWh/hó,15 000  Ft/hó,12 000  Ft/hó,egy helyiségben,délnyugat,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,gáz (konvektor),|nincs megadva|,|nincs megadva|,
25.99,"VIII. kerület, Józsefváros - Csarnoknegyed ",23.0,1.0,0,,jó állapotú,1950 előtt,összkomfortos,2,|nincs megadva|,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,észak,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gáz (konvektor),|nincs megadva|,EE,
55.9,"VIII. kerület, Kálvária tér ",64.0,2.0,0,,felújított,1950 és 1980 között,összkomfortos,5,6,van,3 m-nél alacsonyabb,nincs,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,42 000  Ft/hó,külön helyiségben,délnyugat,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,házközponti,nincs,|nincs megadva|,
34.9,"VIII. kerület, Bérkocsis utca ",29.0,1.0,0,2.5,jó állapotú,2001 és 2010 között,összkomfortos,1,6,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délkelet,udvari,2.5 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
19.9,"VIII. kerület, Mátyás tér ",26.0,1.0,0,,felújítandó,1950 előtt,összkomfortos,földszint,5,van,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,12 000  Ft/hó,8 000  Ft/hó,külön helyiségben,délkelet,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,gáz (konvektor),nincs,|nincs megadva|,
19.99,"VIII. kerület, Koszorú utca 29 fszt/6",28.0,1.0,0,,közepes állapotú,1950 előtt,összkomfortos,földszint,4,nincs,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,nem,|nincs megadva|,"utca, közterület - fizetős övezet",,gáz (konvektor),|nincs megadva|,|nincs megadva|,
49.9,"VIII. kerület, Józsefváros - Népszínháznegyed ",67.0,2.0,0,,jó állapotú,|nincs megadva|,|nincs megadva|,2,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,21 000  Ft/hó,|nincs megadva|,külön helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,
23.9,"VIII. kerület, Karácsony Sándor utca ",41.0,1.0,0,,felújítandó,1950 előtt,összkomfortos,1,5,nincs,3 m-nél magasabb,nincs,nem,7 m|3|/hó,155 kWh/hó,|nincs megadva|,11 070  Ft/hó,egy helyiségben,nyugat,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - ingyenes",,gáz (konvektor),nincs,|nincs megadva|,
68.06,"VIII. kerület, Corvin sétány ",41.0,2.0,0,3.0,újszerű,2011,összkomfortos,4,10,van,3 m-nél alacsonyabb,van,igen,Nincs gáz bekötve az ingatlanba,130 kWh/hó,10 000  Ft/hó,16 800  Ft/hó,egy helyiségben,nyugat,utcai,3 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,28 E €,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
84.9,"VIII. kerület, Népszínház utca ",151.0,6.0,0,4.0,közepes állapotú,1950 előtt,|nincs megadva|,3,3,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,20 000  Ft/hó,külön helyiségben,északnyugat,utcai,4 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,gáz (konvektor),|nincs megadva|,|nincs megadva|,
79.9,"VIII. kerület, Práter utca ",80.0,3.0,1.0,,felújított,|nincs megadva|,duplakomfortos,1,4,nincs,3 m-nél magasabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,nyugat,kertre néz,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,hűtő-fűtő klíma,|nincs megadva|,|nincs megadva|,
74.9,"VIII. kerület, Kisfaludy utca ",68.0,2.0,0,,felújított,1950 előtt,összkomfortos,4,5,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,dél,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület - fizetős övezet",,gázkazán,|nincs megadva|,|nincs megadva|,
27.0,"VIII. kerület, Diószegi Sámuel utca ",26.0,1.0,0,,felújított,|nincs megadva|,összkomfortos,2,4,|nincs megadva|,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,22 000  Ft/hó,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,hűtő-fűtő klíma,|nincs megadva|,|nincs megadva|,
21.49,"VIII. kerület, Dobozi utca ",27.0,1.0,0,,felújítandó,1950 előtt,összkomfortos,földszint,3,nincs,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,|nincs megadva|,egy helyiségben,délkelet,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,gáz (konvektor),nincs,|nincs megadva|,
91.9,"VIII. kerület, Nap utca 19.",95.0,5.0,0,,jó állapotú,|nincs megadva|,komfortos,1,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,
79.9,"VIII. kerület, Bródy Sándor utca ",81.0,2.0,0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,2,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,
89.99,"VIII. kerület, Józsefváros - Orczynegyed ",54.0,3.0,0,6.0,új építésű,2023,luxus,7,7,van,3 m-nél alacsonyabb,|nincs megadva|,igen,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,panorámás,6 m|2|,|nincs megadva|,"legfelső emelet, nem tetőtéri",teremgarázs hely - megvásárolható,|nincs megadva|,házközponti egyedi méréssel,van,|nincs megadva|,
89.7,"VIII. kerület, Józsefváros - Orczynegyed ",72.0,3.0,0,22.0,új építésű,2023,összkomfortos,6,7,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,nyugat,panorámás,22 m|2|,nem,nem tetőtéri,|nincs megadva|,,"távfűtés egyedi méréssel, hőszivattyú",van,|nincs megadva|,
69.9,"VIII. kerület, Józsefváros - Orczynegyed ",53.0,2.0,0,28.0,új építésű,2023,összkomfortos,6,7,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,nyugat,panorámás,28 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,"távfűtés egyedi méréssel, hőszivattyú",van - 15 cm,|nincs megadva|,
49.0,"VIII. kerület, Hock János utca ",59.0,2.0,0,6.4,közepes állapotú,1981 és 2000 között,összkomfortos,4,4,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 000  Ft/hó,|nincs megadva|,délnyugat,|nincs megadva|,6.4 m|2|,|nincs megadva|,|nincs megadva|,udvari beálló,,gázkazán,|nincs megadva|,|nincs megadva|,
37.0,"VIII. kerület, Kerepesi út ",34.0,2.0,0,,felújított,1950 előtt,összkomfortos,földszint,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,dél,utcai,|nincs megadva|,nem,|nincs megadva|,udvari beálló - benne van az árban,,gázkazán,|nincs megadva|,|nincs megadva|,
72.0,"VIII. kerület, Kálvária utca ",56.0,2.0,1.0,6.0,|nincs megadva|,2023,összkomfortos,7,7,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,kelet,kertre néz,6 m|2|,|nincs megadva|,"legfelső emelet, nem tetőtéri",teremgarázs hely - megvásárolható,|nincs megadva|,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
64.9,"VIII. kerület, Harminckettesek tere ",65.0,2.0,1.0,,felújított,1950 és 1980 között,összkomfortos,2,8,van,3 m-nél alacsonyabb,|nincs megadva|,igen,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
84.0,"VIII. kerület, Kisfaludy utca ",68.0,2.0,1.0,,felújított,|nincs megadva|,összkomfortos,4,5,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület",,gázkazán,|nincs megadva|,|nincs megadva|,
94.9,"VIII. kerület, József utca ",140.0,4.0,0,,felújított,|nincs megadva|,összkomfortos,3,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,nem,150 m|3|/hó,100 kWh/hó,30 000  Ft/hó,12 000  Ft/hó,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,nem,|nincs megadva|,"utca, közterület - fizetős övezet",,gáz (konvektor),nincs,|nincs megadva|,
70.4,"VIII. kerület, József utca 29.",42.0,2.0,0,31.9,új építésű,2022,összkomfortos,1,8,van,3 m-nél alacsonyabb,van,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délnyugat,kertre néz,31.9 m|2|,igen,nem tetőtéri,|nincs megadva|,,"mennyezeti hűtés-fűtés, hőszivattyú",van,BB,
29.9,"VIII. kerület, Karácsony Sándor utca ",40.0,1.0,1.0,,jó állapotú,1950 előtt,összkomfortos,4,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",,gáz (konvektor),|nincs megadva|,|nincs megadva|,
159.9,"VIII. kerület, Corvin sétány 1/A",92.0,3.0,0,36.0,újszerű,2012,|nincs megadva|,4,|nincs megadva|,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,35 000  Ft/hó,25  Ft/hó,külön és egyben is,délkelet,utcai,36 m|2|,|nincs megadva|,nem tetőtéri,teremgarázs hely - megvásárolható,15 M Ft,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
59.2,"VIII. kerület, Józsefváros - Orczynegyed ",46.0,2.0,0,,új építésű,2023,összkomfortos,4,7,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,nyugat,utcai,|nincs megadva|,nem,nem tetőtéri,|nincs megadva|,,"távfűtés egyedi méréssel, hőszivattyú",van - 15 cm,|nincs megadva|,
48.9,"VIII. kerület, Nagy Fuvaros utca ",61.0,3.0,0,6.0,jó állapotú,1950 előtt,összkomfortos,1,4,nincs,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,19 000  Ft/hó,külön helyiségben,délkelet,utcai,6 m|2|,nem,nem tetőtéri,"utca, közterület",,gáz (konvektor),nincs,|nincs megadva|,
44.5,"VIII. kerület, Homok utca ",29.0,1.0,0,15.0,új építésű,2021,összkomfortos,1,7,van,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délkelet,udvari,15 m|2|,igen,|nincs megadva|,|nincs megadva|,,mennyezeti hűtés-fűtés,|nincs megadva|,AA+,
80.0,"VIII. kerület, Nap utca ",67.0,3.0,0,7.0,új építésű,2023,|nincs megadva|,3,3,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,utcai,7 m|2|,|nincs megadva|,zárószint,"utca, közterület - fizetős övezet",,gázkazán,van - 10 cm,AA+,
