price,adress,size,rooms,half_rooms,Ingatlan állapota,Építés éve,Komfort,Emelet,Épület szintjei,Lift,Belmagasság,Légkondicionáló,Akadálymentesített,"Átlag gázfogyasztás
                            |info|","Átlag áramfogyasztás
                            |info|",Rezsiköltség,Közös költség,Fürdő és wc,Tájolás,Kilátás,Erkély mérete,Kertkapcsolatos,Tetőtér,Parkolás,Parkolóhely ára,Fűtés,Szigetelés,Energiatanúsítvány,balcony,Panelprogram
148.8,"III. kerület, Testvérhegy ",93.0,4.0,0,|nincs megadva|,2023,|nincs megadva|,földszint,3,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délnyugat,kertre néz,|nincs megadva|,igen,|nincs megadva|,teremgarázs hely - megvásárolható,7 M Ft,hőszivattyú,van - 15 cm,AA++,,
127.3,"III. kerület, Testvérhegy ",88.0,4.0,0,|nincs megadva|,2023,|nincs megadva|,1,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,kertre néz,9 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,hőszivattyú,|nincs megadva|,|nincs megadva|,9.0,
103.3,"III. kerület, Testvérhegy ",65.0,2.0,0,|nincs megadva|,2023,|nincs megadva|,földszint,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,kertre néz,20 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,hőszivattyú,|nincs megadva|,|nincs megadva|,20.0,
150.0,"III. kerület, Testvérhegy ",93.0,4.0,0,|nincs megadva|,2023,|nincs megadva|,földszint,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,kertre néz,20 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,hőszivattyú,|nincs megadva|,|nincs megadva|,20.0,
128.0,"III. kerület, Testvérhegy ",88.0,4.0,0,|nincs megadva|,2023,|nincs megadva|,1,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,kertre néz,9 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,hőszivattyú,nincs,|nincs megadva|,9.0,
103.3,"III. kerület, Testvérhegy ",64.0,2.0,0,|nincs megadva|,2023,|nincs megadva|,földszint,2,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,|nincs megadva|,20 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,7 M Ft,hőszivattyú,nincs,|nincs megadva|,20.0,
40.9,"III. kerület, Óbuda - Filatorigát ",40.0,2.0,0,jó állapotú,1950 és 1980 között,összkomfortos,3,|nincs megadva|,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,kertre néz,|nincs megadva|,|nincs megadva|,zárószint,|nincs megadva|,,gáz (konvektor),|nincs megadva|,|nincs megadva|,,
660.0,"II. kerület, Árpád fejedelem útja ",592.0,20.0,1.0,felújított,1950 előtt,komfortos,|nincs megadva|,|nincs megadva|,van,3 m-nél magasabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,50 480  Ft/hó,|nincs megadva|,délnyugat,panorámás,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,gázkazán,|nincs megadva|,|nincs megadva|,,
93.5,"III. kerület, József utca ",80.0,3.0,0,|nincs megadva|,2023,összkomfortos,földszint,2,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délnyugat,utcai,|nincs megadva|,igen,|nincs megadva|,udvari beálló - benne van az árban,,gázkazán,|nincs megadva|,|nincs megadva|,,
119.9,"II. kerület, Országút ",113.0,3.0,0,jó állapotú,1950 előtt,|nincs megadva|,1,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északnyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,,
74.9,"I. kerület, Krisztinaváros - Naphegy ",64.0,3.0,0,felújított,1950 előtt,|nincs megadva|,földszint,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,észak,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,,
85.0,"II. kerület, Margit körút ",78.0,3.0,0,közepes állapotú,|nincs megadva|,összkomfortos,5,7,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,külön helyiségben,|nincs megadva|,utcai,3 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület",,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,3.0,
240.0,"I. kerület, Orom utca ",80.0,3.0,0,újszerű,1950 előtt,luxus,földszint,2,nincs,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,dél,kertre néz,|nincs megadva|,igen,nem tetőtéri,"utca, közterület - fizetős övezet",,"padlófűtés, elektromos konvektor",van,AA,,
330.0,"III. kerület, Testvérhegy ",220.0,5.0,0,|nincs megadva|,2022,duplakomfortos,1,|nincs megadva|,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,kertre néz,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,hőszivattyú,|nincs megadva|,|nincs megadva|,,
55.9,"III. kerület, Rómaifürdő - Pók utcai lakótelep ",80.0,4.0,0,közepes állapotú,1981 és 2000 között,összkomfortos,3,|nincs megadva|,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,házközponti,|nincs megadva|,|nincs megadva|,,|nincs megadva|
54.0,"I. kerület, Szabó Ilonka utca ",30.0,1.0,0,felújított,1950 előtt,összkomfortos,szuterén,3,nincs,3 m-nél alacsonyabb,nincs,nem,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,6 160  Ft/hó,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,elektromos fűtőpanel,nincs,|nincs megadva|,,
64.9,"I. kerület, Pauler utca ",48.0,2.0,0,felújított,|nincs megadva|,összkomfortos,földszint,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,,
137.0,"I. kerület, Lovas út ",88.0,3.0,0,közepes állapotú,1950 és 1980 között,összkomfortos,1,2,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,21 000  Ft/hó,|nincs megadva|,délnyugat,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,önálló garázs - bérelhető,33 000 000  Ft/hó,gázkazán,|nincs megadva|,|nincs megadva|,,
164.0,"III. kerület, Harsánylejtő ",132.0,3.0,0,felújított,2001 és 2010 között,|nincs megadva|,földszint,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északnyugat,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,,
54.9,"II. kerület, Országút ",51.0,3.0,0,közepes állapotú,1950 előtt,összkomfortos,földszint,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gáz (konvektor),|nincs megadva|,FF,,
488.0,"II. kerület, Hárshegy ",168.0,3.0,0,|nincs megadva|,2022,luxus,1,2,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,dél,kertre néz,44 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely,,hőszivattyú,|nincs megadva|,|nincs megadva|,44.0,
45.0,"III. kerület, Szentendrei út ",48.0,2.0,0,jó állapotú,1981 és 2000 között,összkomfortos,9,10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,9 600  Ft/hó,külön helyiségben,kelet,udvari,4 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",,távfűtés,nincs,|nincs megadva|,4.0,nem vett részt
39.5,"III. kerület, Rómaifürdő - Pók utcai lakótelep ",49.0,2.0,0,közepes állapotú,1981 és 2000 között,|nincs megadva|,1,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,távfűtés,|nincs megadva|,|nincs megadva|,,|nincs megadva|
59.9,"II. kerület, Fény utca ",51.0,1.0,0,felújítandó,1950 előtt,|nincs megadva|,2,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északkelet,kertre néz,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,,
133.0,"III. kerület, Kaszásdűlő - Filatorigát ",80.0,3.0,0,|nincs megadva|,2023,|nincs megadva|,2,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,kertre néz,140 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,140.0,
71.0,"III. kerület, Dózsa György utca ",76.0,2.0,1.0,közepes állapotú,1950 és 1980 között,összkomfortos,földszint,2,nincs,3 m-nél alacsonyabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,igen,|nincs megadva|,önálló garázs - benne van az árban,,gázkazán,nincs,|nincs megadva|,,
84.9,"I. kerület, Aladár utca ",93.0,3.0,0,jó állapotú,2001 és 2010 között,összkomfortos,földszint,6,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,északnyugat,kertre néz,8 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,8.0,
98.95,"III. kerület, Törökkő ",76.0,3.0,0,|nincs megadva|,2023,|nincs megadva|,1,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,hőszivattyú,|nincs megadva|,|nincs megadva|,,
75.0,"I. kerület, Krisztinaváros ",74.0,2.0,1.0,jó állapotú,1950 előtt,összkomfortos,földszint,7,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,,
42.9,"III. kerület, Szél utca ",33.0,2.0,0,felújított,1950 és 1980 között,komfortos,félemelet,3,nincs,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,6 900  Ft/hó,külön helyiségben,nyugat,udvari,|nincs megadva|,nem,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,,
98.0,"II. kerület, Margit körút ",101.0,4.0,0,közepes állapotú,|nincs megadva|,komfortos,5,5,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,34 515  Ft/hó,külön és egyben is,északnyugat,utcai,8.1 m|2|,|nincs megadva|,"legfelső emelet, nem tetőtéri",|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,8.1,
79.9,"I. kerület, Krisztinaváros ",63.0,3.0,0,közepes állapotú,1950 előtt,|nincs megadva|,földszint,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,,
85.0,"II. kerület, Retek utca ",81.0,3.0,0,jó állapotú,1950 és 1980 között,|nincs megadva|,1,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,udvari,3 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,3.0,
135.0,"II. kerület, Gárdonyi Géza út ",105.0,3.0,0,közepes állapotú,1950 és 1980 között,komfortos,2,2,nincs,|nincs megadva|,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délnyugat,panorámás,8 m|2|,|nincs megadva|,tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,8.0,
54.0,"II. kerület, Zöldlomb utca ",52.0,2.0,0,közepes állapotú,1981 és 2000 között,komfortos,4,4,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,|nincs megadva|,4 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,házközponti,|nincs megadva|,|nincs megadva|,4.0,
43.9,"III. kerület, Óbuda - Filatorigát ",53.0,2.0,0,közepes állapotú,1950 és 1980 között,|nincs megadva|,földszint,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gáz (konvektor),|nincs megadva|,|nincs megadva|,,
57.0,"III. kerület, Békásmegyeri lakótelep hegy felől ",73.0,3.0,0,felújított,1981 és 2000 között,|nincs megadva|,1,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,távfűtés,|nincs megadva|,|nincs megadva|,,|nincs megadva|
189.0,"II. kerület, Pasarét ",166.0,5.0,0,jó állapotú,1950 és 1980 között,|nincs megadva|,1,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,kertre néz,14 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,14.0,
84.8,"II. kerület, Hidász utca ",61.0,2.0,0,felújított,1950 és 1980 között,|nincs megadva|,2,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,utcai,8 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,8.0,
279.0,"I. kerület, Vár ",180.0,5.0,0,jó állapotú,1950 előtt,|nincs megadva|,3,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,,
285.0,"II. kerület, Pálvölgy - Látóhegy ",128.0,4.0,0,jó állapotú,2013,|nincs megadva|,földszint,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,udvari,8 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,8.0,
31.9,"II. kerület, Dékán utca ",24.0,1.0,0,felújított,1950 előtt,összkomfortos,1,3,van,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",,elektromos fűtőpanel,van,|nincs megadva|,,
64.46,"II. kerület, Országút ",60.0,2.0,0,közepes állapotú,1950 és 1980 között,összkomfortos,5,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 000  Ft/hó,|nincs megadva|,|nincs megadva|,utcai,4 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,házközponti,|nincs megadva|,|nincs megadva|,4.0,
88.0,"II. kerület, Frankel Leó út ",101.0,4.0,0,közepes állapotú,1950 előtt,komfortos,1,3,nincs,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,32 625  Ft/hó,|nincs megadva|,kelet,utcai,8 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,8.0,
204.8,"I. kerület, Országház utca ",70.0,1.0,0,újszerű,2001 és 2010 között,összkomfortos,földszint,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,északnyugat,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,teremgarázs hely,,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,,
90.0,"I. kerület, Krisztinaváros - Váralja ",84.0,3.0,0,jó állapotú,1950 előtt,|nincs megadva|,1,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északkelet,kertre néz,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gáz (konvektor),|nincs megadva|,|nincs megadva|,,
99.9,"II. kerület, Rózsadomb ",60.0,2.0,0,jó állapotú,1950 és 1980 között,|nincs megadva|,1,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,kertre néz,6 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,6.0,
108.0,"I. kerület, Apor Péter utca ",98.0,3.0,0,felújítandó,1950 előtt,komfortos,3,4,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,15  Ft/hó,|nincs megadva|,dél,utcai,|nincs megadva|,nem,"legfelső emelet, nem tetőtéri","utca, közterület",,gázkazán,|nincs megadva|,|nincs megadva|,,
369.8,"III. kerület, Testvérhegy ",293.0,5.0,0,|nincs megadva|,2023,luxus,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,panorámás,159 m|2|,igen,|nincs megadva|,önálló garázs - benne van az árban,,"mennyezeti hűtés-fűtés, hőszivattyú",|nincs megadva|,|nincs megadva|,159.0,
225.0,"II. kerület, Csejtei utca ",117.0,2.0,1.0,jó állapotú,1981 és 2000 között,|nincs megadva|,3,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,zárószint,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,,
185.0,"II. kerület, Nyék ",320.0,3.0,0,jó állapotú,2001 és 2010 között,|nincs megadva|,földszint,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,kertre néz,11 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,11.0,
79.9,"II. kerület, Keleti Károly utca 23.",65.0,2.0,1.0,jó állapotú,|nincs megadva|,duplakomfortos,3,3,nincs,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,13 000  Ft/hó,külön helyiségben,|nincs megadva|,kertre néz,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület",,gázkazán,|nincs megadva|,|nincs megadva|,,
93.0,"I. kerület, Víziváros - Váralja ",78.0,2.0,0,közepes állapotú,1950 előtt,összkomfortos,1,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,42 000  Ft/hó,|nincs megadva|,|nincs megadva|,utcai,3 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,3.0,
499.0,"II. kerület, Törökvész ",139.0,4.0,0,újszerű,2022,összkomfortos,földszint,3,van,3 m-nél magasabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délnyugat,kertre néz,70 m|2|,igen,nem tetőtéri,teremgarázs hely - benne van az árban,,hőszivattyú,van - 10 cm,|nincs megadva|,70.0,
46.9,"III. kerület, Sarkadi Imre utca ",57.0,2.0,1.0,jó állapotú,1950 és 1980 között,összkomfortos,6,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,dél,utcai,|nincs megadva|,nem,nem tetőtéri,|nincs megadva|,,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,,|nincs megadva|
38.9,"III. kerület, Szindbád utca ",52.0,2.0,0,közepes állapotú,1950 és 1980 között,összkomfortos,10 felett,több mint 10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,panorámás,|nincs megadva|,nem,|nincs megadva|,"utca, közterület",,távfűtés egyedi méréssel,van - 10 cm,|nincs megadva|,,részt vett
42.7,"III. kerület, Hollós Korvin Lajos utca ",51.0,1.0,2.0,jó állapotú,1950 és 1980 között,összkomfortos,4,10,van,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délnyugat,kertre néz,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - ingyenes",,"távfűtés egyedi méréssel, hűtő-fűtő klíma",van - 15 cm,|nincs megadva|,,részt vett
93.0,"I. kerület, Donáti utca ",78.0,2.0,0,jó állapotú,1950 előtt,összkomfortos,1,3,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,42  Ft/hó,külön helyiségben,nyugat,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",,gázkazán,|nincs megadva|,|nincs megadva|,,
94.5,"III. kerület, Békásmegyer-Ófalu ",80.0,3.0,0,újszerű,2022,összkomfortos,|nincs megadva|,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,nyugat,udvari,|nincs megadva|,igen,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,,
64.9,"I. kerület, Pauler utca ",48.0,3.0,0,felújított,1981 és 2000 között,összkomfortos,félemelet,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 800  Ft/hó,külön helyiségben,délnyugat,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,,
45.9,"III. kerület, Kerék utca ",68.0,3.0,0,jó állapotú,1950 és 1980 között,összkomfortos,9,10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 640  Ft/hó,külön helyiségben,kelet,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",,távfűtés,|nincs megadva|,|nincs megadva|,,|nincs megadva|
54.9,"II. kerület, Országút ",66.0,3.0,0,jó állapotú,1950 és 1980 között,|nincs megadva|,földszint,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északkelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,,
84.9,"III. kerület, Pünkösdfürdő utca 42-46.",74.0,3.0,0,|nincs megadva|,2024,|nincs megadva|,1,4,van,3 m-nél alacsonyabb,van,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,kertre néz,12 m|2|,nem,|nincs megadva|,teremgarázs hely - kötelező megvenni,"5,50 M Ft","házközponti egyedi méréssel, hőszivattyú",van,|nincs megadva|,12.0,
