price,adress,size,rooms,half_rooms,Ingatlan állapota,Építés éve,Komfort,Emelet,Épület szintjei,Lift,Belmagasság,Légkondicionáló,"Átlag gázfogyasztás
                            |info|","Átlag áramfogyasztás
                            |info|",Rezsiköltség,Közös költség,Akadálymentesített,Fürdő és wc,Tájolás,Kilátás,Erkély mérete,Kertkapcsolatos,Tetőtér,Parkolás,Fűtés,Szigetelés,Energiatanúsítvány,balcony,Panelprogram,Parkolóhely ára,Energetikai tanúsítvány
34.8,"VIII. kerület, Hungária körút ",39.0,1.0,0,jó állapotú,|nincs megadva|,összkomfortos,félemelet,3,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,11 400  Ft/hó,|nincs megadva|,külön helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",gáz (konvektor),|nincs megadva|,,,,,|nincs megadva|
80.0,"VIII. kerület, József körút ",89.0,4.0,3.0,jó állapotú,|nincs megadva|,|nincs megadva|,3,3,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,26 000  Ft/hó,|nincs megadva|,külön és egyben is,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,,,,,|nincs megadva|
84.0,"VIII. kerület, Német utca ",95.0,2.0,1.0,felújítandó,|nincs megadva|,|nincs megadva|,3,5,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,10 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",nincs,|nincs megadva|,,10.0,,,|nincs megadva|
23.5,"VIII. kerület, Karácsony Sándor utca ",26.0,1.0,0,közepes állapotú,|nincs megadva|,komfortos,2,3,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,9 400  Ft/hó,nem,egy helyiségben,délkelet,udvari,|nincs megadva|,nem,nem tetőtéri,|nincs megadva|,gáz (konvektor),|nincs megadva|,,,,,|nincs megadva|
53.9,"VIII. kerület, Józsefváros - Palotanegyed ",80.0,2.0,0,közepes állapotú,1950 és 1980 között,|nincs megadva|,3,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gázkazán,|nincs megadva|,,,,,|nincs megadva|
46.99,"VIII. kerület, Népszínház utca 35.",54.0,1.0,2.0,felújított,|nincs megadva|,összkomfortos,1,4,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,18  Ft/hó,|nincs megadva|,külön helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,,,,,|nincs megadva|
376.0,"VIII. kerület, Józsefváros - Palotanegyed ",186.0,5.0,0,|nincs megadva|,2021,összkomfortos,7,7,van,3 m-nél alacsonyabb,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,egy helyiségben,északnyugat,kertre néz,200 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,"hőszivattyú, fan-coil",van - 20 cm,,200.0,,,AA+
72.9,"VIII. kerület, Józsefváros - Palotanegyed ",69.0,2.0,0,jó állapotú,|nincs megadva|,|nincs megadva|,1,5,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,20 700  Ft/hó,|nincs megadva|,külön helyiségben,dél,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gázkazán,|nincs megadva|,,,,,|nincs megadva|
19.9,"VIII. kerület, Korányi Sándor utca ",25.0,1.0,0,felújítandó,1950 előtt,összkomfortos,2,3,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",gáz (konvektor),|nincs megadva|,,,,,|nincs megadva|
45.0,"VIII. kerület, Práter utca ",52.0,2.0,0,jó állapotú,1950 és 1980 között,összkomfortos,10 felett,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,panorámás,|nincs megadva|,|nincs megadva|,,|nincs megadva|,távfűtés egyedi méréssel,|nincs megadva|,,,,,|nincs megadva|
70.0,"VIII. kerület, Horánszky utca ",84.0,3.0,0,felújítandó,|nincs megadva|,|nincs megadva|,|nincs megadva|,3,nincs,3 m-nél magasabb,|nincs megadva|,2 m|3|/hó,99 kWh/hó,|nincs megadva|,24 000  Ft/hó,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület",|nincs megadva|,|nincs megadva|,,,,,|nincs megadva|
29.89,"VIII. kerület, Józsefváros - Magdolnanegyed ",31.0,1.0,0,felújított,1950 előtt,összkomfortos,földszint,földszintes,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,30 000  Ft/hó,14  Ft/hó,igen,egy helyiségben,délnyugat,utcai,|nincs megadva|,igen,nem tetőtéri,"utca, közterület - fizetős övezet",elektromos fűtőpanel,nincs,,,,,|nincs megadva|
92.0,"VIII. kerület, Józsefváros - Corvinnegyed ",72.0,3.0,0,|nincs megadva|,2023,|nincs megadva|,3,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,észak,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,hőszivattyú,|nincs megadva|,,,,,|nincs megadva|
82.2,"VIII. kerület, Józsefváros - Corvinnegyed ",64.0,3.0,0,|nincs megadva|,2023,|nincs megadva|,3,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,hőszivattyú,|nincs megadva|,,,,,|nincs megadva|
74.9,"VIII. kerület, Práter utca 9.",82.0,3.0,0,közepes állapotú,1950 és 1980 között,duplakomfortos,félemelet,5,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,30 000  Ft/hó,20 000  Ft/hó,|nincs megadva|,külön és egyben is,délkelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,,,,,|nincs megadva|
30.0,"VIII. kerület, Józsefváros - Csarnoknegyed ",40.0,1.0,1.0,jó állapotú,1950 előtt,összkomfortos,földszint,3,nincs,3 m-nél magasabb,|nincs megadva|,30 m|3|/hó,100 kWh/hó,23 000  Ft/hó,15 000  Ft/hó,igen,egy helyiségben,délnyugat,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,,,,,AA
43.5,"VIII. kerület, Somogyi Béla utca ",46.0,2.0,0,közepes állapotú,|nincs megadva|,összkomfortos,földszint,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gáz (konvektor),|nincs megadva|,,,,,|nincs megadva|
72.5,"VIII. kerület, Józsefváros - Csarnoknegyed ",86.0,3.0,0,jó állapotú,1950 előtt,összkomfortos,1,3,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,25 800  Ft/hó,|nincs megadva|,|nincs megadva|,nyugat,utcai,|nincs megadva|,nem,|nincs megadva|,"utca, közterület",gázkazán,|nincs megadva|,,,,,|nincs megadva|
29.9,"VIII. kerület, Rákóczi út ",56.0,2.0,0,felújított,|nincs megadva|,összkomfortos,szuterén,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",hűtő-fűtő klíma,|nincs megadva|,,,,,|nincs megadva|
63.99,"VIII. kerület, Bacsó Béla utca ",38.0,2.0,0,újszerű,2021,|nincs megadva|,8,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,észak,utcai,5 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,házközponti egyedi méréssel,|nincs megadva|,,5.0,,,|nincs megadva|
61.0,"VIII. kerület, Kiss József utca ",79.0,3.0,1.0,felújítandó,|nincs megadva|,|nincs megadva|,1,3,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,,,,,|nincs megadva|
52.0,"VIII. kerület, Tolnai Lajos utca ",36.0,1.0,1.0,újszerű,2023,luxus,6,7,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,8 m|2|,|nincs megadva|,"legfelső emelet, nem tetőtéri",teremgarázs hely - megvásárolható,"hőszivattyú, padlófűtés, hűtő-fűtő klíma",|nincs megadva|,,8.0,,|nincs megadva|,|nincs megadva|
12.5,"VIII. kerület, Diószegi Sámuel utca ",9.0,1.0,0,felújított,|nincs megadva|,|nincs megadva|,1,4,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,3 945  Ft/hó,nem,egy helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület - fizetős övezet",infrafűtés,van,,,,,|nincs megadva|
19.9,"VIII. kerület, Korányi Sándor utca ",25.0,1.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,,,,|nincs megadva|
69.9,"VIII. kerület, Józsefváros - Corvinnegyed ",83.0,3.0,0,felújítandó,1950 előtt,|nincs megadva|,4,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,házközponti,|nincs megadva|,,,,,|nincs megadva|
136.0,"VIII. kerület, Józsefváros - Palotanegyed ",61.0,2.0,0,jó állapotú,1950 előtt,|nincs megadva|,3,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gázkazán,|nincs megadva|,,,,,|nincs megadva|
36.5,"VIII. kerület, Losonci tér ",45.0,1.0,1.0,közepes állapotú,1950 és 1980 között,összkomfortos,10,10,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,egy helyiségben,dél,panorámás,6 m|2|,|nincs megadva|,"legfelső emelet, nem tetőtéri","utca, közterület - fizetős övezet",házközponti,nincs,,6.0,nem vett részt,,|nincs megadva|
33.99,"VIII. kerület, Józsefváros - Magdolnanegyed ",57.0,1.0,2.0,jó állapotú,1950 előtt,összkomfortos,3,4,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület - ingyenes",gázkazán,|nincs megadva|,,,,,|nincs megadva|
73.9,"VIII. kerület, Józsefváros - Palotanegyed ",87.0,3.0,0,jó állapotú,1950 előtt,|nincs megadva|,4,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gázkazán,|nincs megadva|,,,,,|nincs megadva|
24.9,"VIII. kerület, Fecske utca ",38.0,1.0,0,felújítandó,1950 előtt,komfortos,félemelet,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,nem,|nincs megadva|,"utca, közterület - fizetős övezet",gáz (konvektor),nincs,,,,,|nincs megadva|
43.5,"VIII. kerület, Józsefváros - Palotanegyed ",46.0,2.0,0,felújítandó,1950 és 1980 között,összkomfortos,földszint,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gáz (konvektor),|nincs megadva|,,,,,|nincs megadva|
34.49,"VIII. kerület, Práter utca ",60.0,2.0,0,felújított,|nincs megadva|,|nincs megadva|,földszint,4,van,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,8 500  Ft/hó,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,nem,|nincs megadva|,"utca, közterület","elektromos fűtőpanel, vegyes tüzelésű kazán",van - 15 cm,,,,,|nincs megadva|
26.47,"VIII. kerület, Józsefváros - Magdolnanegyed ",29.0,1.0,0,közepes állapotú,1950 és 1980 között,összkomfortos,2,2,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,19 000  Ft/hó,nem,egy helyiségben,délnyugat,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",elektromos konvektor,|nincs megadva|,,,,,|nincs megadva|
62.9,"VIII. kerület, Víg utca ",80.0,2.0,0,jó állapotú,1950 előtt,összkomfortos,2,|nincs megadva|,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,37 012  Ft/hó,|nincs megadva|,|nincs megadva|,délnyugat,utcai,|nincs megadva|,nem,"legfelső emelet, nem tetőtéri","utca, közterület",|nincs megadva|,|nincs megadva|,,,,,|nincs megadva|
56.9,"VIII. kerület, Rökk Szilárd utca ",58.0,2.0,0,felújított,1950 előtt,összkomfortos,3,4,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 500  Ft/hó,nem,külön helyiségben,délkelet,udvari,|nincs megadva|,nem,"legfelső emelet, nem tetőtéri","utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,,,,,|nincs megadva|
29.9,"VIII. kerület, Bérkocsis utca ",35.0,1.0,0,közepes állapotú,1950 előtt,összkomfortos,földszint,3,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,18 200  Ft/hó,igen,egy helyiségben,észak,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",gáz (konvektor),|nincs megadva|,,,,,|nincs megadva|
38.9,"VIII. kerület, Luther utca 4-6.",55.0,1.0,1.0,jó állapotú,|nincs megadva|,összkomfortos,8,10,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,panorámás,8 m|2|,|nincs megadva|,,|nincs megadva|,házközponti,|nincs megadva|,,8.0,,,|nincs megadva|
41.99,"VIII. kerület, Józsefváros - Corvinnegyed ",43.0,1.0,0,jó állapotú,|nincs megadva|,|nincs megadva|,1,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,9 400  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület",elektromos fűtőpanel,|nincs megadva|,,,,,|nincs megadva|
79.0,"VIII. kerület, Szeszgyár utca 6-8.",98.0,3.0,0,jó állapotú,2001 és 2010 között,összkomfortos,1,10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délkelet,utcai,5 m|2|,nem,nem tetőtéri,|nincs megadva|,házközponti,|nincs megadva|,,5.0,,,|nincs megadva|
20.9,"VIII. kerület, Diószegi Sámuel utca ",25.0,1.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,,,,|nincs megadva|
58.0,"VIII. kerület, Józsefváros - Losoncinegyed ",68.0,3.0,0,jó állapotú,1950 és 1980 között,|nincs megadva|,1,több mint 10,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,16 500  Ft/hó,16 500  Ft/hó,nem,külön helyiségben,kelet,utcai,2 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület",távfűtés,|nincs megadva|,,2.0,nem vett részt,,|nincs megadva|
57.9,"VIII. kerület, Corvin sétány ",31.0,1.0,0,újszerű,2019,duplakomfortos,2,|nincs megadva|,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 200  Ft/hó,igen,egy helyiségben,|nincs megadva|,udvari,6 m|2|,nem,nem tetőtéri,|nincs megadva|,|nincs megadva|,van,,6.0,,,|nincs megadva|
64.9,"VIII. kerület, Szentkirályi utca ",53.0,1.0,2.0,jó állapotú,1950 előtt,összkomfortos,4,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,17 000  Ft/hó,|nincs megadva|,egy helyiségben,kelet,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gázkazán,|nincs megadva|,,,,,|nincs megadva|
26.47,"VIII. kerület, Józsefváros - Magdolnanegyed ",29.0,1.0,0,jó állapotú,1950 és 1980 között,|nincs megadva|,2,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gáz (konvektor),|nincs megadva|,,,,,|nincs megadva|
63.0,"VIII. kerület, Dobozi utca ",93.0,3.0,0,felújított,|nincs megadva|,összkomfortos,2,|nincs megadva|,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,kelet,utcai,3 m|2|,nem,nem tetőtéri,"utca, közterület - ingyenes",gáz (konvektor),|nincs megadva|,,3.0,,,|nincs megadva|
35.0,"VIII. kerület, Tavaszmező utca ",36.0,1.0,0,közepes állapotú,|nincs megadva|,|nincs megadva|,földszint,3,|nincs megadva|,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,10 000  Ft/hó,10 000  Ft/hó,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,,,,,|nincs megadva|
54.8,"VIII. kerület, Kerepesi út ",85.0,3.0,0,jó állapotú,1950 előtt,|nincs megadva|,3,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,észak,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,cserépkályha,|nincs megadva|,,,,,|nincs megadva|
160.0,"VIII. kerület, Üllői út 52/B",166.0,7.0,0,felújított,1950 előtt,összkomfortos,3,3,van,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,egy helyiségben,délkelet,utcai,|nincs megadva|,nem,"legfelső emelet, nem tetőtéri","utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,,,,,|nincs megadva|
72.6,"VIII. kerület, Üllői út ",69.0,3.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,5 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,5.0,|nincs megadva|,,|nincs megadva|
103.0,"VIII. kerület, Józsefváros - Corvinnegyed ",69.0,3.0,0,|nincs megadva|,2023,luxus,2,7,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,külön helyiségben,nyugat,utcai,3.73 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,hőszivattyú,van,,3.73,,7 M Ft,BB
54.9,"VIII. kerület, Józsefváros - Népszínháznegyed ",69.0,3.0,0,felújított,|nincs megadva|,összkomfortos,földszint,4,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,egy helyiségben,kelet,utcai,3 m|2|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,,3.0,,,|nincs megadva|
49.9,"VIII. kerület, Kőris utca 24.",68.0,2.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,,,,|nincs megadva|
27.9,"VIII. kerület, Dankó utca ",29.0,1.0,0,felújított,1950 és 1980 között,|nincs megadva|,2,2,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,19 000  Ft/hó,|nincs megadva|,egy helyiségben,délnyugat,kertre néz,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,gáz (konvektor),|nincs megadva|,,,,,|nincs megadva|
35.9,"VIII. kerület, Józsefváros - Corvinnegyed ",32.0,1.0,0,felújított,2001 és 2010 között,|nincs megadva|,4,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északnyugat,kertre néz,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,házközponti,|nincs megadva|,,,,,|nincs megadva|
56.99,"VIII. kerület, Teleki László tér ",78.0,3.0,0,közepes állapotú,|nincs megadva|,összkomfortos,1,3,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,13 000  Ft/hó,28 000  Ft/hó,|nincs megadva|,külön helyiségben,délnyugat,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",gázkazán,|nincs megadva|,,,,,|nincs megadva|
34.9,"VIII. kerület, Tisztviselőtelep ",37.0,1.0,0,jó állapotú,1950 előtt,összkomfortos,4,4,|nincs megadva|,3 m-nél magasabb,nincs,90 m|3|/hó,140 kWh/hó,|nincs megadva|,13 500  Ft/hó,|nincs megadva|,külön helyiségben,dél,panorámás,|nincs megadva|,|nincs megadva|,"legfelső emelet, nem tetőtéri",udvari beálló,gáz (konvektor),|nincs megadva|,,,,,|nincs megadva|
32.9,"VIII. kerület, Bíró Lajos utca ",43.0,1.0,0,közepes állapotú,1950 előtt,összkomfortos,félemelet,2,nincs,3 m-nél magasabb,|nincs megadva|,100 m|3|/hó,100 kWh/hó,35 000  Ft/hó,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,utcai,14 m|2|,igen,nem tetőtéri,"utca, közterület",gáz (konvektor),|nincs megadva|,,14.0,,,|nincs megadva|
93.9,"VIII. kerület, Józsefváros - Corvinnegyed ",121.0,5.0,0,közepes állapotú,1950 és 1980 között,|nincs megadva|,2,5,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északnyugat,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,,,,|nincs megadva|
32.9,"VIII. kerület, Bíró Lajos utca ",43.0,1.0,0,közepes állapotú,1950 előtt,összkomfortos,félemelet,2,nincs,3 m-nél magasabb,|nincs megadva|,100 m|3|/hó,100 kWh/hó,35 000  Ft/hó,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,utcai,14 m|2|,igen,nem tetőtéri,"utca, közterület",gáz (konvektor),|nincs megadva|,,14.0,,,|nincs megadva|
93.9,"VIII. kerület, Józsefváros - Corvinnegyed ",121.0,5.0,0,közepes állapotú,1950 és 1980 között,|nincs megadva|,2,5,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északnyugat,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,,,,|nincs megadva|
63.9,"VIII. kerület, Józsefváros - Csarnoknegyed ",68.0,3.0,0,jó állapotú,1950 előtt,|nincs megadva|,földszint,4,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,,,,|nincs megadva|
57.9,"VIII. kerület, Józsefváros - Népszínháznegyed ",69.0,2.0,0,jó állapotú,1950 előtt,|nincs megadva|,földszint,4,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,nyugat,kertre néz,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,,,,|nincs megadva|
