price,adress,size,rooms,half_rooms,balcony,Ingatlan állapota,Építés éve,Komfort,Emelet,Épület szintjei,Lift,Belmagasság,Légkondicionáló,Akadálymentesített,"Átlag gázfogyasztás
                            |info|","Átlag áramfogyasztás
                            |info|",Rezsiköltség,Közös költség,Fürdő és wc,Tájolás,Kilátás,Erkély mérete,Kertkapcsolatos,Tetőtér,Panelprogram,Parkolás,Fűtés,Szigetelés,Energiatanúsítvány,Parkolóhely ára
149.9,"V. kerület, Bajcsy-Zsilinszky út ",105.0,1.0,1.0,,közepes állapotú,1950 előtt,összkomfortos,1,4,van,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,40 000  Ft/hó,|nincs megadva|,egy helyiségben,északkelet,utcai,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület - fizetős övezet",gázkazán,nincs,|nincs megadva|,
56.9,"IV. kerület, Káposztásmegyer II. lakótelep ",73.0,3.0,0,,jó állapotú,1981 és 2000 között,összkomfortos,3,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",távfűtés,|nincs megadva|,|nincs megadva|,
88.0,"V. kerület, Október 6. utca ",53.0,3.0,0,,|nincs megadva|,1950 előtt,összkomfortos,5,5,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délnyugat,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
229.0,"V. kerület, Apáczai Csere János utca 3.",126.0,4.0,2.0,,felújítandó,|nincs megadva|,összkomfortos,3,3,nincs,3 m-nél magasabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,23 000  Ft/hó,külön helyiségben,nyugat,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,"gázkazán, kályha",|nincs megadva|,|nincs megadva|,
46.0,"IV. kerület, Újpesti lakótelep ",67.0,2.0,1.0,4.0,felújítandó,1950 és 1980 között,összkomfortos,2,4,nincs,3 m-nél alacsonyabb,|nincs megadva|,nem,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,észak,kertre néz,4 m|2|,nem,nem tetőtéri,|nincs megadva|,"utca, közterület",távfűtés egyedi méréssel,|nincs megadva|,CC,
46.0,"IV. kerület, Újpesti lakótelep ",67.0,2.0,1.0,4.0,felújítandó,1950 és 1980 között,összkomfortos,2,4,nincs,3 m-nél alacsonyabb,|nincs megadva|,nem,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,észak,kertre néz,4 m|2|,nem,nem tetőtéri,|nincs megadva|,"utca, közterület",távfűtés egyedi méréssel,|nincs megadva|,CC,
36.9,"IV. kerület, Újpesti lakótelep ",54.0,1.0,1.0,,jó állapotú,1981 és 2000 között,|nincs megadva|,földszint,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északnyugat,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,|nincs megadva|,távfűtés,|nincs megadva|,|nincs megadva|,
36.9,"IV. kerület, Szigeti József utca ",54.0,1.0,1.0,,jó állapotú,1981 és 2000 között,|nincs megadva|,földszint,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északnyugat,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,|nincs megadva|,távfűtés,|nincs megadva|,|nincs megadva|,
38.5,"IV. kerület, Megyer - Izzó lakótelep ",34.0,1.0,1.0,,felújított,|nincs megadva|,összkomfortos,földszint,4,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,,,"utca, közterület",gáz (konvektor),|nincs megadva|,|nincs megadva|,
56.9,"IV. kerület, Galopp utca ",85.0,3.0,0,,jó állapotú,1981 és 2000 között,összkomfortos,2,|nincs megadva|,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,kertre néz,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,|nincs megadva|,távfűtés,|nincs megadva|,|nincs megadva|,
73.9,"IV. kerület, Berzeviczy Gergely utca ",72.0,3.0,0,,jó állapotú,2001 és 2010 között,összkomfortos,2,|nincs megadva|,nincs,3 m-nél alacsonyabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,nyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,,teremgarázs hely - benne van az árban,gázkazán,van,|nincs megadva|,
91.9,"IV. kerület, Sándor István utca ",73.0,3.0,0,21.0,|nincs megadva|,2023,duplakomfortos,1,3,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,|nincs megadva|,21 m|2|,|nincs megadva|,|nincs megadva|,,teremgarázs hely - megvásárolható,"fan-coil, padlófűtés",van,|nincs megadva|,"5,50 M Ft"
44.9,"IV. kerület, Újpest ",40.0,2.0,1.0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
74.9,"IV. kerület, Újpest ",70.0,2.0,1.0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
36.5,"IV. kerület, Újpest-Kertváros ",49.0,2.0,2.0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
32.9,"IV. kerület, Újpest-Központ ",38.0,1.0,0,,jó állapotú,1950 előtt,összkomfortos,földszint,2,nincs,3 m-nél magasabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,dél,utcai,|nincs megadva|,igen,nem tetőtéri,,"utca, közterület - ingyenes",gáz (konvektor),|nincs megadva|,|nincs megadva|,
43.9,"IV. kerület, Újpesti lakótelep ",54.0,2.0,0,4.0,jó állapotú,|nincs megadva|,összkomfortos,1,10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,14 000  Ft/hó,|nincs megadva|,nyugat,utcai,4 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,
34.9,"IV. kerület, Újpesti lakótelep ",54.0,2.0,0,4.0,közepes állapotú,|nincs megadva|,összkomfortos,9,10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,24 000  Ft/hó,|nincs megadva|,kelet,utcai,4 m|2|,nem,|nincs megadva|,|nincs megadva|,"utca, közterület",távfűtés egyedi méréssel,van,|nincs megadva|,
300.0,"V. kerület, Váci utca ",300.0,6.0,0,,felújítandó,|nincs megadva|,komfortos,3,4,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,100 000  Ft/hó,|nincs megadva|,külön helyiségben,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület - fizetős övezet",házközponti,van,|nincs megadva|,
79.7,"IV. kerület, Újpest-Központ ",72.0,4.0,0,5.5,|nincs megadva|,2022,összkomfortos,1,5,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,dél,utcai,5.5 m|2|,|nincs megadva|,nem tetőtéri,,teremgarázs hely - megvásárolható,"házközponti, hőszivattyú, padlófűtés",van,AA++,"5,50 M Ft"
61.9,"IV. kerület, Újpest-Kertváros ",68.0,2.0,1.0,5.0,jó állapotú,|nincs megadva|,összkomfortos,2,2,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,11 000  Ft/hó,külön helyiségben,délnyugat,udvari,5 m|2|,|nincs megadva|,|nincs megadva|,,udvari beálló - benne van az árban,"gázkazán, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,
54.4,"V. kerület, Mérleg utca ",50.0,2.0,0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
75.0,"V. kerület, Mérleg utca ",45.0,2.0,0,,felújított,1950 előtt,|nincs megadva|,1,5,van,3 m-nél magasabb,nincs,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,,"utca, közterület - fizetős övezet","gázkazán, elektromos fűtőpanel",|nincs megadva|,|nincs megadva|,
59.9,"V. kerület, Lipótváros ",54.0,1.0,1.0,,felújított,1950 előtt,összkomfortos,földszint,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 800  Ft/hó,|nincs megadva|,kelet,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,egyéb,|nincs megadva|,|nincs megadva|,
36.5,"IV. kerület, Czuczor utca ",56.0,2.0,0,,jó állapotú,1950 és 1980 között,|nincs megadva|,földszint,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
63.9,"V. kerület, Belváros ",43.0,1.0,1.0,6.0,közepes állapotú,1950 előtt,összkomfortos,2,5,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,27  Ft/hó,|nincs megadva|,|nincs megadva|,panorámás,6 m|2|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
168.9,"V. kerület, Belváros ",107.0,5.0,1.0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
84.5,"IV. kerület, Újpest-Központ ",88.0,3.0,2.0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
147.0,"V. kerület, Falk Miksa utca ",85.0,3.0,0,,felújított,1950 előtt,duplakomfortos,földszint,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
104.0,"V. kerület, Zrínyi utca ",64.0,3.0,0,,jó állapotú,1950 előtt,|nincs megadva|,1,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
186.69,"V. kerület, Arany János utca ",156.0,4.0,0,,jó állapotú,1950 előtt,duplakomfortos,2,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északnyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
37.0,"IV. kerület, Újpesti lakótelep ",57.0,2.0,0,,közepes állapotú,1950 és 1980 között,|nincs megadva|,7,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,|nincs megadva|,távfűtés,|nincs megadva|,|nincs megadva|,
129.0,"V. kerület, Haris köz ",92.0,3.0,0,,jó állapotú,1950 előtt,duplakomfortos,1,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
29.0,"IV. kerület, Erkel Gyula utca 41.",45.0,1.0,0,,felújítandó,|nincs megadva|,összkomfortos,1,2,nincs,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,,"utca, közterület - ingyenes",gáz (konvektor),nincs,|nincs megadva|,
91.17,"IV. kerület, Újpest ",70.0,3.0,0,16.81,|nincs megadva|,2023,összkomfortos,3,3,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kertre néz,16.81 m|2|,|nincs megadva|,|nincs megadva|,,teremgarázs hely - megvásárolható,"hőszivattyú, padlófűtés, gázkazán",van,|nincs megadva|,|nincs megadva|
82.9,"IV. kerület, Újpest-Központ ",85.0,3.0,1.0,2.0,felújított,|nincs megadva|,összkomfortos,2,2,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délnyugat,utcai,2 m|2|,|nincs megadva|,|nincs megadva|,,önálló garázs - benne van az árban,gázkazán,|nincs megadva|,|nincs megadva|,
114.9,"V. kerület, Apáczai Csere János utca ",104.0,3.0,0,,felújítandó,1950 előtt,|nincs megadva|,3,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,egyéb,|nincs megadva|,|nincs megadva|,
230.0,"V. kerület, Belváros ",133.0,3.0,0,,felújított,1950 előtt,|nincs megadva|,3,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
175.0,"V. kerület, Lipótváros ",147.0,4.0,0,,felújítandó,1950 előtt,|nincs megadva|,2,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északkelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
39.9,"IV. kerület, Újpest ",40.0,3.0,0,,jó állapotú,2014,összkomfortos,földszint,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északnyugat,kertre néz,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
19.9,"IV. kerület, Újpest ",23.0,1.0,0,,felújított,1950 és 1980 között,összkomfortos,földszint,|nincs megadva|,nincs,3 m-nél alacsonyabb,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,kertre néz,|nincs megadva|,igen,nem tetőtéri,,"utca, közterület",|nincs megadva|,|nincs megadva|,|nincs megadva|,
84.9,"V. kerület, Október 6. utca ",71.0,2.0,0,,közepes állapotú,1950 előtt,összkomfortos,földszint,3,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"utca, közterület",|nincs megadva|,|nincs megadva|,|nincs megadva|,
163.0,"V. kerület, Magyar utca 20.",63.0,2.0,1.0,3.0,jó állapotú,|nincs megadva|,komfortos,1,2,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,kertre néz,3 m|2|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
36.5,"IV. kerület, Vécsey Károly utca ",49.0,2.0,0,12.0,felújított,1950 és 1980 között,|nincs megadva|,földszint,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,kertre néz,12 m|2|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,
87.0,"V. kerület, Falk Miksa utca ",92.0,3.0,0,,felújítandó,1950 előtt,komfort nélküli,2,3,nincs,3 m-nél magasabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,udvari,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület",egyéb,|nincs megadva|,|nincs megadva|,
86.9,"V. kerület, Haris köz ",68.0,2.0,0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,2,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,31 080  Ft/hó,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
79.9,"V. kerület, Belváros ",55.0,3.0,0,,jó állapotú,1950 előtt,|nincs megadva|,4,6,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
43.9,"IV. kerület, Újpesti lakótelep ",54.0,2.0,0,4.0,jó állapotú,|nincs megadva|,összkomfortos,6,10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,11 000  Ft/hó,|nincs megadva|,nyugat,utcai,4 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",távfűtés,|nincs megadva|,|nincs megadva|,
26.5,"IV. kerület, Újpesti lakótelep ",28.0,1.0,0,4.0,jó állapotú,|nincs megadva|,összkomfortos,3,4,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,5 085  Ft/hó,|nincs megadva|,nyugat,kertre néz,4 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",távfűtés,|nincs megadva|,|nincs megadva|,
74.9,"V. kerület, Szép utca ",48.0,2.0,0,,felújított,1950 és 1980 között,összkomfortos,2,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,kertre néz,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
41.9,"IV. kerület, Újpesti lakótelep ",53.0,2.0,0,,jó állapotú,1950 és 1980 között,|nincs megadva|,4,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északnyugat,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,|nincs megadva|,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,
27.9,"IV. kerület, Thaly Kálmán utca ",29.0,1.0,0,,felújított,1950 és 1980 között,összkomfortos,földszint,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,11  Ft/hó,|nincs megadva|,délkelet,udvari,|nincs megadva|,igen,|nincs megadva|,,"utca, közterület - ingyenes",gáz (konvektor),|nincs megadva|,|nincs megadva|,
53.0,"V. kerület, Széchenyi utca ",36.0,1.0,0,,felújított,1950 és 1980 között,összkomfortos,földszint,3,nincs,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület - fizetős övezet",házközponti,nincs,|nincs megadva|,
56.9,"IV. kerület, Káposztásmegyer II. lakótelep ",73.0,2.0,1.0,,jó állapotú,|nincs megadva|,összkomfortos,3,10,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,13 600  Ft/hó,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",távfűtés,nincs,|nincs megadva|,
88.0,"V. kerület, Október 6. utca ",53.0,3.0,0,,felújított,1950 előtt,összkomfortos,4,5,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,egy helyiségben,délnyugat,udvari,|nincs megadva|,nem,|nincs megadva|,,"utca, közterület",házközponti,|nincs megadva|,|nincs megadva|,
87.0,"V. kerület, Falk Miksa utca ",92.0,3.0,0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"utca, közterület - fizetős övezet",|nincs megadva|,|nincs megadva|,|nincs megadva|,
350.0,"V. kerület, Vértanúk tere ",71.0,2.0,0,7.0,felújítandó,1950 előtt,összkomfortos,|nincs megadva|,5,van,3 m-nél magasabb,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,40  Ft/hó,|nincs megadva|,|nincs megadva|,panorámás,7 m|2|,nem,|nincs megadva|,,"utca, közterület",házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
59.9,"V. kerület, Belváros ",49.0,2.0,0,,közepes állapotú,1950 előtt,|nincs megadva|,4,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északkelet,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,
31.5,"IV. kerület, Szabadkai utca 5.",35.0,1.0,1.0,15.0,felújított,1950 és 1980 között,összkomfortos,földszint,földszintes,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,7 000  Ft/hó,egy helyiségben,nyugat,kertre néz,15 m|2|,igen,nem tetőtéri,,udvari beálló,elektromos fűtőpanel,van,|nincs megadva|,
26.5,"IV. kerület, Munkásotthon utca ",28.0,1.0,0,35.0,felújított,1950 és 1980 között,összkomfortos,földszint,földszintes,|nincs megadva|,3 m-nél magasabb,nincs,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,7 000  Ft/hó,egy helyiségben,kelet,kertre néz,35 m|2|,igen,nem tetőtéri,,"utca, közterület",gáz (konvektor),van,|nincs megadva|,
49.9,"IV. kerület, Virág utca ",73.0,2.0,1.0,4.0,jó állapotú,1950 és 1980 között,összkomfortos,8,10,van,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,30 000  Ft/hó,20 000  Ft/hó,külön helyiségben,|nincs megadva|,utcai,4 m|2|,nem,nem tetőtéri,nem vett részt,"utca, közterület - ingyenes",távfűtés,van,|nincs megadva|,
44.9,"IV. kerület, Újpest ",53.0,2.0,1.0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
