price,adress,size,rooms,half_rooms,Ingatlan állapota,Építés éve,Komfort,Emelet,Épület szintjei,Lift,Belmagasság,Légkondicionáló,"Átlag gázfogyasztás
                            |info|","Átlag áramfogyasztás
                            |info|",Rezsiköltség,Közös költség,Akadálymentesített,Fürdő és wc,Tájolás,Kilátás,Erkély mérete,Kertkapcsolatos,Tetőtér,Parkolás,Fűtés,Szigetelés,Energiatanúsítvány,balcony,Parkolóhely ára
80.0,"VI. kerület, Király utca ",88.0,3.0,0,felújítandó,1950 előtt,|nincs megadva|,3,3,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,31 500  Ft/hó,nem,|nincs megadva|,|nincs megadva|,udvari,|nincs megadva|,nem,|nincs megadva|,"utca, közterület","gáz (konvektor), kályha",|nincs megadva|,|nincs megadva|,,
120.0,"VI. kerület, Király utca ",91.0,2.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,
37.8,"VI. kerület, Külső-Terézváros - Diplomatanegyed ",42.0,1.0,0,jó állapotú,1950 előtt,összkomfortos,3,5,van,3 m-nél magasabb,nincs,100 m|3|/hó,80 kWh/hó,|nincs megadva|,10 920  Ft/hó,nem,külön helyiségben,délnyugat,kertre néz,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",cserépkályha,nincs,|nincs megadva|,,
59.0,"VI. kerület, Rippl-Rónai utca 38.",125.0,6.0,0,jó állapotú,|nincs megadva|,duplakomfortos,szuterén,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,23 000  Ft/hó,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,
85.0,"VI. kerület, Rippl-Rónai utca ",73.0,2.0,1.0,felújított,1950 előtt,komfortos,1,4,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,kelet,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület",gázkazán,|nincs megadva|,|nincs megadva|,,
43.9,"VI. kerület, Király utca ",35.0,1.0,0,jó állapotú,1950 előtt,|nincs megadva|,1,4,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,12 600  Ft/hó,|nincs megadva|,egy helyiségben,dél,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület - fizetős övezet",gáz (konvektor),|nincs megadva|,|nincs megadva|,,
78.81,"VI. kerület, Külső-Terézváros ",81.0,3.0,0,jó állapotú,1950 előtt,duplakomfortos,1,4,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,22 640  Ft/hó,|nincs megadva|,egy helyiségben,északnyugat,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,|nincs megadva|,,
52.0,"VI. kerület, Külső-Terézváros - Diplomatanegyed ",65.0,2.0,0,felújítandó,1950 előtt,összkomfortos,2,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,,
157.98,"VI. kerület, Nagymező utca ",84.0,4.0,0,újszerű,1950 előtt,luxus,félemelet,6,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,egy helyiségben,dél,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",elektromos fűtőpanel,nincs,|nincs megadva|,,
119.0,"VI. kerület, Bajcsy-Zsilinszky út ",82.0,3.0,0,felújítandó,|nincs megadva|,duplakomfortos,1,3,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,utcai,8 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,8.0,
89.0,"VI. kerület, Podmaniczky utca ",93.0,3.0,0,|nincs megadva|,1950 előtt,összkomfortos,2,6,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,északnyugat,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,
159.0,"VI. kerület, Bajcsy-Zsilinszky köz ",77.0,3.0,0,felújított,1950 előtt,|nincs megadva|,2,5,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,panorámás,4 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,4.0,
32.5,"VI. kerület, Munkácsy Mihály utca ",46.0,2.0,0,felújítandó,1950 előtt,összkomfortos,földszint,5,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,26 380  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",gáz (konvektor),|nincs megadva|,|nincs megadva|,,
310.0,"VI. kerület, Andrássy út ",92.0,2.0,1.0,felújítandó,1950 előtt,összkomfortos,1,4,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,20 148  Ft/hó,|nincs megadva|,külön helyiségben,kelet,utcai,4 m|2|,nem,|nincs megadva|,|nincs megadva|,"gáz (konvektor), cserépkályha",|nincs megadva|,|nincs megadva|,4.0,
361.0,"VI. kerület, Andrássy út ",250.0,6.0,0,közepes állapotú,1950 előtt,duplakomfortos,3,4,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,külön és egyben is,dél,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet","gázkazán, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,,
115.0,"VI. kerület, Andrássy út ",47.0,2.0,1.0,újszerű,1950 előtt,duplakomfortos,2,5,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,22 000  Ft/hó,14  Ft/hó,|nincs megadva|,külön és egyben is,kelet,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület",gázkazán,van,|nincs megadva|,,
31.9,"VI. kerület, Szív utca ",20.0,1.0,0,felújított,1950 előtt,összkomfortos,2,4,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délkelet,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",elektromos fűtőpanel,|nincs megadva|,|nincs megadva|,,
37.8,"VI. kerület, Rippl-Rónai utca ",42.0,1.0,0,jó állapotú,1950 előtt,összkomfortos,|nincs megadva|,3,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",cserépkályha,|nincs megadva|,|nincs megadva|,,
127.0,"VI. kerület, Belső-Terézváros ",127.0,3.0,0,felújított,1950 előtt,összkomfortos,1,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,utcai,6.6 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,házközponti,|nincs megadva|,|nincs megadva|,6.6,
76.0,"VI. kerület, Belső-Terézváros ",88.0,3.0,0,felújítandó,1950 előtt,összkomfortos,3,3,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,északnyugat,udvari,|nincs megadva|,|nincs megadva|,zárószint,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,,
69.8,"VI. kerület, Eötvös utca ",90.0,3.0,1.0,újszerű,1950 előtt,összkomfortos,3,3,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,tetőtéri,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,
159.0,"VI. kerület, Belső-Terézváros ",77.0,3.0,0,felújított,|nincs megadva|,duplakomfortos,3,|nincs megadva|,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,5 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület",gázkazán,|nincs megadva|,|nincs megadva|,5.0,
42.6,"VI. kerület, Csengery utca ",51.0,2.0,0,felújítandó,1950 előtt,|nincs megadva|,földszint,3,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,
32.0,"VI. kerület, Külső-Terézváros ",25.0,1.0,0,felújított,1950 előtt,összkomfortos,1,|nincs megadva|,nincs,3 m-nél magasabb,nincs,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,112 000  Ft/hó,nem,egy helyiségben,délkelet,utcai,|nincs megadva|,nem,zárószint,"utca, közterület - fizetős övezet",elektromos fűtőpanel,|nincs megadva|,HH,,
67.0,"VI. kerület, Külső-Terézváros ",57.0,3.0,0,felújított,1950 előtt,összkomfortos,5,|nincs megadva|,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,|nincs megadva|,külön és egyben is,dél,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gázkazán,van,|nincs megadva|,,
69.5,"VI. kerület, Külső-Terézváros ",64.0,2.0,0,felújított,1950 előtt,összkomfortos,1,|nincs megadva|,nincs,3 m-nél magasabb,van,100 m|3|/hó,80 kWh/hó,|nincs megadva|,|nincs megadva|,nem,|nincs megadva|,délkelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület - fizetős övezet",gázkazán,nincs,|nincs megadva|,,
44.9,"VI. kerület, Benczúr utca ",108.0,2.0,0,felújított,|nincs megadva|,összkomfortos,szuterén,4,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,33  Ft/hó,nem,külön helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,padlófűtés,|nincs megadva|,|nincs megadva|,,
159.0,"VI. kerület, Külső-Terézváros - Diplomatanegyed ",99.0,3.0,0,jó állapotú,1950 előtt,összkomfortos,3,3,van,3 m-nél alacsonyabb,|nincs megadva|,100 m|3|/hó,80 kWh/hó,|nincs megadva|,|nincs megadva|,nem,|nincs megadva|,északkelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület - fizetős övezet",gázkazán,nincs,|nincs megadva|,,
76.0,"VI. kerület, Király utca ",88.0,3.0,0,felújítandó,1950 előtt,duplakomfortos,3,4,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,|nincs megadva|,északnyugat,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület","gáz (konvektor), kályha",|nincs megadva|,|nincs megadva|,,
99.9,"VI. kerület, Andrássy út ",58.0,2.0,0,felújított,1950 előtt,összkomfortos,2,5,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,
154.81,"VI. kerület, Belső-Terézváros ",91.0,5.0,0,|nincs megadva|,2023,összkomfortos,4,4,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délnyugat,utcai,8.65 m|2|,|nincs megadva|,tetőtéri,|nincs megadva|,"hőszivattyú, mennyezeti hűtés-fűtés",van,|nincs megadva|,8.65,
40.0,"VI. kerület, Külső-Terézváros ",36.0,1.0,0,felújított,1950 előtt,összkomfortos,1,4,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,100 m|3|/hó,100 kWh/hó,20 000  Ft/hó,10  Ft/hó,|nincs megadva|,külön helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület",gázkazán,|nincs megadva|,|nincs megadva|,,
37.5,"VI. kerület, Belső-Terézváros ",30.0,1.0,0,jó állapotú,|nincs megadva|,|nincs megadva|,1,3,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,,
77.5,"VI. kerület, Andrássy út ",60.0,2.0,0,felújított,1950 előtt,összkomfortos,2,4,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,
44.9,"VI. kerület, Székely Bertalan utca ",54.0,2.0,0,jó állapotú,1950 előtt,komfortos,félemelet,3,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,18 000  Ft/hó,nem,külön helyiségben,északnyugat,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",gáz (konvektor),|nincs megadva|,|nincs megadva|,,
32.03,"VI. kerület, Eötvös utca ",41.0,1.0,0,felújítandó,|nincs megadva|,összkomfortos,2,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,9 800  Ft/hó,|nincs megadva|,|nincs megadva|,délkelet,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,cserépkályha,|nincs megadva|,|nincs megadva|,,
73.7,"VI. kerület, Nagymező utca ",67.0,2.0,0,felújított,1950 előtt,összkomfortos,2,2,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület",gázkazán,|nincs megadva|,|nincs megadva|,,
56.86,"VI. kerület, Jókai tér ",38.0,1.0,0,jó állapotú,1950 előtt,|nincs megadva|,3,3,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délkelet,udvari,|nincs megadva|,|nincs megadva|,"legfelső emelet, nem tetőtéri",|nincs megadva|,cserépkályha,|nincs megadva|,|nincs megadva|,,
79.9,"VI. kerület, Teréz körút 47.",67.0,1.0,2.0,jó állapotú,|nincs megadva|,összkomfortos,2,|nincs megadva|,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,35  Ft/hó,17 574  Ft/hó,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet","gáz (konvektor), elektromos fűtőpanel",nincs,|nincs megadva|,,
105.0,"VI. kerület, Hunyadi tér ",71.0,3.0,0,újszerű,2001 és 2010 között,összkomfortos,4,4,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,11 000  Ft/hó,nem,külön helyiségben,|nincs megadva|,udvari,7 m|2|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",gázkazán,van,CC,7.0,
73.92,"VI. kerület, Szondi utca ",71.0,2.0,0,jó állapotú,1950 előtt,összkomfortos,1,|nincs megadva|,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,panorámás,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,
106.25,"VI. kerület, Külső-Terézváros ",125.0,2.0,0,felújítandó,1950 előtt,|nincs megadva|,2,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,,
62.9,"VI. kerület, Király utca 28.",69.0,2.0,0,közepes állapotú,1950 előtt,|nincs megadva|,3,3,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,
100.46,"VI. kerület, Eötvös utca ",115.0,3.0,0,befejezetlen,,duplakomfortos,3,4,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,egy helyiségben,dél,utcai,|nincs megadva|,nem,"legfelső emelet, nem tetőtéri","utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,|nincs megadva|,,
259.0,"VI. kerület, Podmaniczky utca ",168.0,4.0,0,újszerű,2019,luxus,3,6,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,60 000  Ft/hó,40  Ft/hó,igen,külön és egyben is,|nincs megadva|,|nincs megadva|,2 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,|nincs megadva|,2.0,
245.0,"VI. kerület, Bajcsy-Zsilinszky út ",125.0,4.0,0,felújított,|nincs megadva|,luxus,5,|nincs megadva|,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,27 000  Ft/hó,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet","hőszivattyú, mennyezeti hűtés-fűtés, padlófűtés",|nincs megadva|,|nincs megadva|,,
255.0,"VI. kerület, Lázár utca ",118.0,2.0,2.0,újszerű,2015,|nincs megadva|,4,6,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,külön és egyben is,délnyugat,panorámás,60 m|2|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,AA,60.0,
127.0,"VI. kerület, Belső-Terézváros ",127.0,3.0,0,jó állapotú,1950 előtt,összkomfortos,1,5,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,5 000 000  Ft/hó,65 000  Ft/hó,nem,külön és egyben is,délnyugat,panorámás,6.6 m|2|,nem,nem tetőtéri,"utca, közterület",házközponti,|nincs megadva|,|nincs megadva|,6.6,
55.0,"VI. kerület, Szinyei Merse utca ",55.0,1.0,2.0,jó állapotú,1950 előtt,összkomfortos,2,4,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,20 000  Ft/hó,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",gázkazán,|nincs megadva|,|nincs megadva|,,
86.4,"VI. kerület, Paulay Ede utca ",82.0,3.0,0,felújítandó,1950 előtt,|nincs megadva|,2,3,|nincs megadva|,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,"legfelső emelet, nem tetőtéri",|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,
74.9,"VI. kerület, Király utca ",85.0,2.0,0,jó állapotú,1950 előtt,|nincs megadva|,3,5,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délnyugat,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,
36.8,"VI. kerület, Szondi utca 30.",39.0,1.0,0,jó állapotú,1950 előtt,összkomfortos,2,2,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 560  Ft/hó,nem,egy helyiségben,délkelet,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",gáz (konvektor),|nincs megadva|,|nincs megadva|,,
89.0,"VI. kerület, Külső-Terézváros ",94.0,3.0,1.0,jó állapotú,1950 előtt,összkomfortos,2,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,
259.9,"VI. kerület, Lendvay utca ",114.0,3.0,0,felújított,1950 előtt,luxus,1,2,|nincs megadva|,3 m-nél magasabb,van,|nincs megadva|,300 kWh/hó,40 000  Ft/hó,34 000  Ft/hó,nem,|nincs megadva|,délnyugat,utcai,20 m|2|,nem,nem tetőtéri,"utca, közterület - fizetős övezet","padlófűtés, hűtő-fűtő klíma",|nincs megadva|,DD,20.0,
129.9,"VI. kerület, Belső-Terézváros ",97.0,3.0,0,jó állapotú,1950 előtt,összkomfortos,1,3,van,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,28  Ft/hó,|nincs megadva|,egy helyiségben,északkelet,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet","fan-coil, gázkazán",|nincs megadva|,|nincs megadva|,,
94.0,"VI. kerület, Király utca ",120.0,3.0,0,felújított,1950 előtt,összkomfortos,2,4,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,22 000  Ft/hó,|nincs megadva|,külön és egyben is,délkelet,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",|nincs megadva|,|nincs megadva|,|nincs megadva|,,
69.0,"VI. kerület, Szinyei Merse utca 19.",96.0,3.0,0,felújítandó,1950 és 1980 között,összkomfortos,1,5,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,42 000  Ft/hó,nem,külön helyiségben,északkelet,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",gáz (konvektor),nincs,CC,,
83.8,"VI. kerület, Belső-Terézváros ",69.0,2.0,1.0,közepes állapotú,1950 előtt,összkomfortos,5,8,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,29 600  Ft/hó,|nincs megadva|,egy helyiségben,délnyugat,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",házközponti,|nincs megadva|,|nincs megadva|,,
96.5,"VI. kerület, Izabella utca ",142.0,3.0,0,közepes állapotú,|nincs megadva|,összkomfortos,félemelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,utcai,8 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,8.0,
153.0,"VI. kerület, Andrássy út 77.",103.0,3.0,0,felújított,1950 és 1980 között,luxus,3,3,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délnyugat,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"padlófűtés, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,,
45.0,"VI. kerület, Aradi utca ",33.0,2.0,0,felújított,1950 előtt,összkomfortos,1,|nincs megadva|,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,9 900  Ft/hó,|nincs megadva|,|nincs megadva|,északnyugat,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,
86.0,"VI. kerület, Külső-Terézváros ",99.0,3.0,1.0,|nincs megadva|,1950 előtt,összkomfortos,1,3,|nincs megadva|,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,északnyugat,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület","gázkazán, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,,
72.7,"VI. kerület, Szondi utca ",64.0,2.0,0,felújított,|nincs megadva|,összkomfortos,1,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,
68.9,"VI. kerület, Belső-Terézváros ",76.0,3.0,0,újszerű,1950 előtt,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,
28.0,"VI. kerület, Bajnok utca ",26.0,1.0,0,jó állapotú,1950 előtt,összkomfortos,földszint,2,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület",gáz (konvektor),|nincs megadva|,|nincs megadva|,,
